"Date","SPY.Open","SPY.High","SPY.Low","SPY.Close","SPY.Volume","SPY.Adjusted"
2020-06-17,314.070007324219,314.390014648438,310.859985351562,311.660003662109,83398900,285.754577636719
2020-06-18,310.010009765625,312.299987792969,309.510009765625,311.779998779297,80828700,285.864715576172
2020-06-19,314.170013427734,314.380004882812,306.529998779297,308.640014648438,135549600,284.230895996094
2020-06-22,307.989990234375,311.049987792969,306.75,310.619995117188,74649400,286.054290771484
2020-06-23,313.489990234375,314.5,311.609985351562,312.049987792969,68471200,287.371246337891
2020-06-24,309.839996337891,310.510009765625,302.100006103516,304.089996337891,132813500,280.040771484375
2020-06-25,303.470001220703,307.640014648438,301.279998779297,307.350006103516,89468000,283.042907714844
2020-06-26,306.160003662109,306.390014648438,299.420013427734,300.049987792969,127961000,276.320281982422
2020-06-29,301.410003662109,304.609985351562,298.929992675781,304.459991455078,79773300,280.381469726562
2020-06-30,303.989990234375,310.200012207031,303.820007324219,308.359985351562,113394800,283.973083496094
2020-07-01,309.570007324219,311.890014648438,309.070007324219,310.519989013672,72396500,285.962310791016
2020-07-02,314.239990234375,315.700012207031,311.510009765625,312.230010986328,69344200,287.537017822266
2020-07-06,316.369995117188,317.679992675781,315.559997558594,317.049987792969,61713800,291.975799560547
2020-07-07,315.380004882812,317.519989013672,313.369995117188,313.779998779297,82910000,288.964447021484
2020-07-08,314.609985351562,316.299987792969,312.700012207031,316.179992675781,54638600,291.174682617188
2020-07-09,316.839996337891,317.100006103516,310.679992675781,314.380004882812,83354200,289.516998291016
2020-07-10,314.309997558594,317.880004882812,312.760009765625,317.589996337891,57550400,292.473022460938
2020-07-13,320.130004882812,322.709991455078,314.130004882812,314.839996337891,102997500,289.940582275391
2020-07-14,313.299987792969,319.760009765625,312,318.920013427734,93657000,293.697906494141
2020-07-15,322.410003662109,323.040008544922,319.269989013672,321.850006103516,87196500,296.396148681641
2020-07-16,319.790008544922,321.279998779297,319.089996337891,320.790008544922,54622500,295.419982910156
2020-07-17,321.880004882812,322.570007324219,319.739990234375,321.720001220703,62774900,296.276550292969
2020-07-20,321.429992675781,325.130004882812,320.619995117188,324.320007324219,56308800,298.6708984375
2020-07-21,326.450012207031,326.929992675781,323.940002441406,325.010009765625,57292200,299.306274414062
2020-07-22,324.619995117188,327.200012207031,324.5,326.859985351562,57792900,301.009979248047
2020-07-23,326.470001220703,327.230010986328,321.480010986328,322.959991455078,75738000,297.418426513672
2020-07-24,320.950012207031,321.989990234375,319.25,320.880004882812,73766600,295.502899169922
2020-07-27,321.630004882812,323.410003662109,320.769989013672,323.220001220703,48293000,297.657836914062
2020-07-28,322.429992675781,323.640014648438,320.850006103516,321.170013427734,57495000,295.769989013672
2020-07-29,322.119995117188,325.730010986328,322.079986572266,325.119995117188,48454200,299.407623291016
2020-07-30,321.899993896484,324.410003662109,319.640014648438,323.959991455078,61861700,298.339294433594
2020-07-31,325.899993896484,326.630004882812,321.329986572266,326.519989013672,84986800,300.696807861328
2020-08-03,328.320007324219,329.619995117188,327.730010986328,328.790008544922,53077900,302.787292480469
2020-08-04,327.859985351562,330.059997558594,327.859985351562,330.059997558594,41917900,303.956970214844
2020-08-05,331.470001220703,332.390014648438,331.179992675781,332.109985351562,42697700,305.844787597656
2020-08-06,331.480010986328,334.459991455078,331.130004882812,334.329986572266,43679400,307.889190673828
2020-08-07,333.279998779297,334.880004882812,332.299987792969,334.570007324219,57308300,308.1103515625
2020-08-10,335.059997558594,335.769989013672,332.959991455078,335.570007324219,44282100,309.031188964844
2020-08-11,336.850006103516,337.540008544922,332.010009765625,332.799987792969,69601100,306.480194091797
2020-08-12,335.440002441406,338.279998779297,335.410003662109,337.440002441406,53774400,310.753265380859
2020-08-13,336.609985351562,338.25,335.829986572266,336.829986572266,41816100,310.191497802734
2020-08-14,336.410003662109,337.420013427734,335.619995117188,336.839996337891,47260400,310.20068359375
2020-08-17,337.940002441406,338.339996337891,336.850006103516,337.910003662109,35481000,311.186096191406
2020-08-18,338.339996337891,339.100006103516,336.609985351562,338.640014648438,38733900,311.858459472656
2020-08-19,339.049987792969,339.609985351562,336.619995117188,337.230010986328,68054200,310.559875488281
2020-08-20,335.359985351562,338.799987792969,335.220001220703,338.279998779297,42207800,311.52685546875
2020-08-21,337.920013427734,339.720001220703,337.549987792969,339.480010986328,55106600,312.631927490234
2020-08-24,342.119995117188,343,339.450012207031,342.920013427734,48588700,315.799865722656
2020-08-25,343.529998779297,344.209991455078,342.269989013672,344.119995117188,38463400,316.904937744141
2020-08-26,344.760009765625,347.859985351562,344.170013427734,347.570007324219,50790200,320.082183837891
2020-08-27,348.510009765625,349.899993896484,346.529998779297,348.329986572266,58034100,320.781982421875
2020-08-28,349.440002441406,350.720001220703,348.149993896484,350.579986572266,48588900,322.854064941406
2020-08-31,350.350006103516,351.299987792969,349.059997558594,349.309997558594,66099200,321.684539794922
2020-09-01,350.209991455078,352.709991455078,349.239990234375,352.600006103516,54908700,324.714324951172
2020-09-02,354.670013427734,358.75,353.429992675781,357.700012207031,69540000,329.410980224609
2020-09-03,355.869995117188,356.380004882812,342.589996337891,345.390014648438,148011100,318.074584960938
2020-09-04,346.130004882812,347.829986572266,334.869995117188,342.570007324219,139156300,315.477600097656
2020-09-08,336.709991455078,342.640014648438,332.880004882812,333.209991455078,114465300,306.857849121094
2020-09-09,337.549987792969,342.459991455078,336.609985351562,339.790008544922,91462300,312.917449951172
2020-09-10,341.820007324219,342.529998779297,332.850006103516,333.890014648438,90569500,307.484008789062
2020-09-11,335.820007324219,336.970001220703,331,334.059997558594,84680200,307.640594482422
2020-09-14,337.489990234375,340.380004882812,334.220001220703,338.459991455078,65605700,311.692596435547
2020-09-15,341.119995117188,342.019989013672,338.470001220703,340.170013427734,52920900,313.267333984375
2020-09-16,341.510009765625,343.059997558594,338.519989013672,338.820007324219,82096000,312.024169921875
2020-09-17,333.559997558594,337.700012207031,332.989990234375,335.839996337891,91523300,309.279815673828
2020-09-18,335.369995117188,335.489990234375,327.970001220703,330.649993896484,105877900,305.719146728516
2020-09-21,325.700012207031,327.130004882812,321.730010986328,326.970001220703,99450800,302.316680908203
2020-09-22,328.570007324219,330.899993896484,325.859985351562,330.299987792969,63612100,305.395599365234
2020-09-23,330.899993896484,331.200012207031,322.100006103516,322.640014648438,93112200,298.313171386719
2020-09-24,321.220001220703,326.799987792969,319.799987792969,323.5,76681300,299.108276367188
2020-09-25,322.579986572266,329.579986572266,321.640014648438,328.730010986328,71069400,303.943908691406
2020-09-28,333.220001220703,334.959991455078,332.149993896484,334.190002441406,64584600,308.992218017578
2020-09-29,333.970001220703,334.769989013672,331.619995117188,332.369995117188,51304000,307.309417724609
2020-09-30,333.089996337891,338.290008544922,332.880004882812,334.890014648438,104081100,309.639495849609
2020-10-01,337.690002441406,338.739990234375,335.010009765625,337.040008544922,88698700,311.627349853516
2020-10-02,331.700012207031,337.010009765625,331.190002441406,333.839996337891,89431100,308.668609619141
2020-10-05,336.059997558594,339.959991455078,336.010009765625,339.760009765625,45713100,314.142333984375
2020-10-06,339.910003662109,342.170013427734,334.380004882812,334.929992675781,90128900,309.676483154297
2020-10-07,338.119995117188,341.630004882812,338.089996337891,340.760009765625,56999600,315.066864013672
2020-10-08,342.850006103516,343.850006103516,341.859985351562,343.779998779297,45242500,317.859100341797
2020-10-09,345.559997558594,347.350006103516,344.890014648438,346.850006103516,59528600,320.697692871094
2020-10-12,349.589996337891,354.019989013672,349.059997558594,352.429992675781,80388500,325.856964111328
2020-10-13,352.279998779297,352.470001220703,349.089996337891,350.130004882812,73255500,323.730438232422
2020-10-14,350.75,351.929992675781,347.140014648438,347.929992675781,57727900,321.696258544922
2020-10-15,343.709991455078,348.019989013672,343.130004882812,347.5,60357700,321.298645019531
2020-10-16,348.959991455078,350.75,347.100006103516,347.290008544922,89501900,321.1044921875
2020-10-19,348.649993896484,349.329986572266,341.040008544922,342.010009765625,68425600,316.222595214844
2020-10-20,343.459991455078,346.880004882812,342.640014648438,343.380004882812,60051900,317.489318847656
2020-10-21,343.329986572266,345.670013427734,342.399993896484,342.730010986328,63575000,316.888336181641
2020-10-22,342.959991455078,345.239990234375,340.649993896484,344.609985351562,55399300,318.626525878906
2020-10-23,345.929992675781,345.989990234375,343.130004882812,345.779998779297,49143900,319.708343505859
2020-10-26,342.130004882812,342.980010986328,335.619995117188,339.390014648438,91473000,313.800201416016
2020-10-27,339.760009765625,340.119995117188,337.989990234375,338.220001220703,65994100,312.718414306641
2020-10-28,332.100006103516,338.25,326.130004882812,326.660003662109,127094300,302.029998779297
2020-10-29,326.910003662109,333.399993896484,325.089996337891,329.980010986328,90597700,305.099700927734
2020-10-30,328.279998779297,329.690002441406,322.600006103516,326.540008544922,120287300,301.919097900391
2020-11-02,330.200012207031,332.359985351562,327.239990234375,330.200012207031,86068300,305.303100585938
2020-11-03,333.690002441406,338.25,330.290008544922,336.029998779297,93294200,310.693511962891
2020-11-04,340.859985351562,347.940002441406,339.589996337891,343.540008544922,126959700,317.637298583984
2020-11-05,349.239990234375,352.190002441406,348.859985351562,350.239990234375,82039700,323.832061767578
2020-11-06,349.929992675781,351.510009765625,347.649993896484,350.160003662109,74973000,323.758117675781
2020-11-09,363.970001220703,364.380004882812,354.059997558594,354.559997558594,172304200,327.826354980469
2020-11-10,353.489990234375,355.179992675781,350.510009765625,354.040008544922,85552000,327.345550537109
2020-11-11,356.399993896484,357.559997558594,355.059997558594,356.670013427734,58649000,329.777282714844
2020-11-12,355.579986572266,356.720001220703,351.260009765625,353.209991455078,67546200,326.578094482422
2020-11-13,355.269989013672,358.899993896484,354.709991455078,358.100006103516,62892200,331.099426269531
2020-11-16,360.980010986328,362.779998779297,359.589996337891,362.570007324219,74541100,335.232391357422
2020-11-17,359.970001220703,361.920013427734,358.339996337891,360.619995117188,66111000,333.429473876953
2020-11-18,360.910003662109,361.5,356.239990234375,356.279998779297,70591300,329.416687011719
2020-11-19,355.600006103516,358.179992675781,354.149993896484,357.779998779297,59940900,330.803619384766
2020-11-20,357.5,357.720001220703,355.25,355.329986572266,70417300,328.538269042969
2020-11-23,357.279998779297,358.820007324219,354.869995117188,357.459991455078,63230600,330.507690429688
2020-11-24,360.209991455078,363.809997558594,359.290008544922,363.220001220703,62415900,335.833374023438
2020-11-25,363.130004882812,363.160003662109,361.480010986328,362.660003662109,45330900,335.315643310547
2020-11-27,363.839996337891,364.179992675781,362.579986572266,363.670013427734,28514100,336.249450683594
2020-11-30,362.829986572266,363.119995117188,359.170013427734,362.059997558594,83872700,334.760833740234
2020-12-01,365.570007324219,367.679992675781,364.929992675781,366.019989013672,74231400,338.422271728516
2020-12-02,364.820007324219,366.959991455078,364.200012207031,366.790008544922,45927000,339.134246826172
2020-12-03,366.679992675781,368.190002441406,365.5,366.690002441406,62882000,339.041839599609
2020-12-04,367.320007324219,369.850006103516,367.220001220703,369.850006103516,50749900,341.963500976562
2020-12-07,369.019989013672,369.619995117188,367.720001220703,369.089996337891,48944300,341.260864257812
2020-12-08,367.720001220703,370.779998779297,367.670013427734,370.170013427734,42458900,342.259429931641
2020-12-09,370.880004882812,371.049987792969,365.950012207031,366.850006103516,74098300,339.189727783203
2020-12-10,365.369995117188,367.859985351562,364.429992675781,366.730010986328,57735400,339.078796386719
2020-12-11,364.899993896484,366.739990234375,363.260009765625,366.299987792969,57698600,338.681243896484
2020-12-14,368.640014648438,369.799987792969,364.470001220703,364.660003662109,69216200,337.164825439453
2020-12-15,367.399993896484,369.589996337891,365.920013427734,369.589996337891,63865300,341.723114013672
2020-12-16,369.820007324219,371.160003662109,368.869995117188,370.170013427734,58420500,342.259429931641
2020-12-17,371.940002441406,372.459991455078,371.049987792969,372.239990234375,64119500,344.17333984375
2020-12-18,370.970001220703,371.149993896484,367.019989013672,369.179992675781,136542300,342.799011230469
2020-12-21,364.970001220703,378.459991455078,362.029998779297,367.859985351562,96386700,341.573364257812
2020-12-22,368.209991455078,368.329986572266,366.029998779297,367.239990234375,47949000,340.997711181641
2020-12-23,368.279998779297,369.619995117188,367.220001220703,367.570007324219,46201400,341.304138183594
2020-12-24,368.079986572266,369.029998779297,367.450012207031,369,26457900,342.631927490234
2020-12-28,371.739990234375,372.589996337891,371.070007324219,372.170013427734,39000400,345.575378417969
2020-12-29,373.809997558594,374,370.829986572266,371.459991455078,53680500,344.916137695312
2020-12-30,372.339996337891,373.100006103516,371.570007324219,371.989990234375,49455300,345.408294677734
2020-12-31,371.779998779297,374.660003662109,371.230010986328,373.880004882812,78520700,347.163177490234
2021-01-04,375.309997558594,375.450012207031,364.820007324219,368.790008544922,110210800,342.436920166016
2021-01-05,368.100006103516,372.5,368.049987792969,371.329986572266,66426200,344.795440673828
2021-01-06,369.709991455078,376.980010986328,369.119995117188,373.549987792969,107997700,346.856781005859
2021-01-07,376.100006103516,379.899993896484,375.910003662109,379.100006103516,68766800,352.010223388672
2021-01-08,380.589996337891,381.489990234375,377.100006103516,381.260009765625,71677200,354.015899658203
2021-01-11,377.850006103516,380.579986572266,377.720001220703,378.690002441406,51034700,351.629547119141
2021-01-12,378.890014648438,379.859985351562,376.359985351562,378.769989013672,52547700,351.703765869141
2021-01-13,378.690002441406,380.859985351562,377.850006103516,379.790008544922,45303600,352.650939941406
2021-01-14,380.589996337891,381.130004882812,378.100006103516,378.459991455078,49989100,351.415985107422
2021-01-15,376.720001220703,377.579986572266,373.700012207031,375.700012207031,107160000,348.853149414062
2021-01-19,378.339996337891,379.230010986328,376.75,378.649993896484,51233300,351.592407226562
2021-01-20,381.109985351562,384.790008544922,380.690002441406,383.890014648438,61836100,356.457946777344
2021-01-21,384.489990234375,384.950012207031,383.25,384.239990234375,47840100,356.782867431641
2021-01-22,382.25,384.130004882812,381.839996337891,382.880004882812,52860500,355.520080566406
2021-01-25,383.670013427734,384.769989013672,378.459991455078,384.390014648438,70402000,356.922149658203
2021-01-26,385.410003662109,385.850006103516,383.540008544922,383.790008544922,42665300,356.365081787109
2021-01-27,380.220001220703,380.320007324219,372.010009765625,374.410003662109,123351100,347.655334472656
2021-01-28,376.359985351562,381.929992675781,375.890014648438,377.630004882812,94198100,350.645294189453
2021-01-29,375.630004882812,376.670013427734,368.269989013672,370.070007324219,126765100,343.62548828125
2021-02-01,373.720001220703,377.339996337891,370.380004882812,376.230010986328,75817600,349.345336914062
2021-02-02,379.649993896484,383.220001220703,376.320007324219,381.549987792969,64450700,354.285034179688
2021-02-03,382.440002441406,383.700012207031,380.480010986328,381.850006103516,52427100,354.563781738281
2021-02-04,382.959991455078,386.239990234375,381.970001220703,386.190002441406,47142600,358.593597412109
2021-02-05,388.200012207031,388.470001220703,386.140014648438,387.709991455078,48669800,360.0048828125
2021-02-08,389.269989013672,390.559997558594,388.350006103516,390.510009765625,38365200,362.604888916016
2021-02-09,389.609985351562,390.890014648438,389.170013427734,390.25,35551100,362.363403320312
2021-02-10,392.119995117188,392.279998779297,387.5,390.079986572266,59154400,362.205535888672
2021-02-11,391.239990234375,391.690002441406,388.100006103516,390.709991455078,42913300,362.790588378906
2021-02-12,389.850006103516,392.899993896484,389.769989013672,392.640014648438,50593300,364.582672119141
2021-02-16,393.959991455078,394.170013427734,391.529998779297,392.299987792969,50972400,364.266937255859
2021-02-17,390.420013427734,392.660003662109,389.329986572266,392.390014648438,52290600,364.350555419922
2021-02-18,389.589996337891,391.519989013672,387.739990234375,390.720001220703,59712800,362.799865722656
2021-02-19,392.070007324219,392.380004882812,389.549987792969,390.029998779297,83241000,362.1591796875
2021-02-22,387.059997558594,389.619995117188,386.739990234375,387.029998779297,67414200,359.373504638672
2021-02-23,384.660003662109,388.950012207031,380.200012207031,387.5,107284100,359.809967041016
2021-02-24,386.329986572266,392.230010986328,385.269989013672,391.769989013672,72433900,363.774841308594
2021-02-25,390.410003662109,391.880004882812,380.779998779297,382.329986572266,146670500,355.009490966797
2021-02-26,384.350006103516,385.579986572266,378.230010986328,380.359985351562,152701600,353.180114746094
2021-03-01,385.589996337891,390.920013427734,380.570007324219,389.579986572266,105348800,361.741302490234
2021-03-02,389.820007324219,390.070007324219,386,386.540008544922,79595300,358.918518066406
2021-03-03,385.790008544922,386.829986572266,381.309997558594,381.420013427734,119940200,354.164459228516
2021-03-04,381.220001220703,384,371.880004882812,376.700012207031,183433000,349.781677246094
2021-03-05,380.459991455078,384.760009765625,372.640014648438,383.630004882812,152039600,356.216400146484
2021-03-08,384.660003662109,387.679992675781,381.420013427734,381.720001220703,123149200,354.442993164062
2021-03-09,385.850006103516,389.910003662109,385.309997558594,387.170013427734,113633600,359.503509521484
2021-03-10,389.690002441406,391.399993896484,388.170013427734,389.579986572266,109899400,361.741302490234
2021-03-11,392.230010986328,395.649993896484,391.739990234375,393.529998779297,86245000,365.408996582031
2021-03-12,392.070007324219,394.209991455078,391.200012207031,394.059997558594,64653600,365.901184082031
2021-03-15,394.329986572266,396.690002441406,392.029998779297,396.410003662109,73427200,368.083343505859
2021-03-16,397.070007324219,397.829986572266,395.079986572266,395.910003662109,73722500,367.619079589844
2021-03-17,394.529998779297,398.119995117188,393.299987792969,397.260009765625,97959300,368.872528076172
2021-03-18,394.480010986328,396.720001220703,390.75,391.480010986328,115349100,363.505523681641
2021-03-19,389.880004882812,391.570007324219,387.149993896484,389.480010986328,113624500,362.832977294922
