"Date","QQQ.Open","QQQ.High","QQQ.Low","QQQ.Close","QQQ.Volume","QQQ.Adjusted"
2020-02-20,236.460006713867,236.949996948242,231.880004882812,234.779998779297,42604000,226.839218139648
2020-02-21,233.610000610352,234.009994506836,229.320007324219,230.270004272461,66017200,222.481719970703
2020-02-24,221.679992675781,224.25,220.259994506836,221.389999389648,84522600,213.902008056641
2020-02-25,223.25,223.990005493164,214.740005493164,215.369995117188,97743000,208.085678100586
2020-02-26,216.710006713867,220.279998779297,214.899993896484,216.479995727539,79537700,209.158111572266
2020-02-27,210.899993896484,216.419998168945,205.5,205.639999389648,121822600,198.684753417969
2020-02-28,198.639999389648,207.169998168945,198.169998168945,205.800003051758,148173700,198.839370727539
2020-03-02,208.880004882812,216.570007324219,205.940002441406,216.419998168945,112933900,209.100158691406
2020-03-03,217.110000610352,219.610000610352,207.619995117188,209.479995727539,131953500,202.394897460938
2020-03-04,213.320007324219,218.330001831055,211.369995117188,218.220001220703,73086200,210.839279174805
2020-03-05,212.690002441406,216.360000610352,210.100006103516,211.589996337891,78705500,204.433517456055
2020-03-06,204.669998168945,209.149993896484,202.910003662109,208.020004272461,89828400,200.984237670898
2020-03-09,193.479995727539,201.160003662109,192.110000610352,193.570007324219,116424000,187.022994995117
2020-03-10,201.110000610352,204.300003051758,193.679992675781,204.110000610352,100599200,197.206527709961
2020-03-11,199.350006103516,200.75,192.729995727539,195.220001220703,89168800,188.6171875
2020-03-12,182.089996337891,190.779998779297,176.940002441406,177.320007324219,137820700,171.322616577148
2020-03-13,187.070007324219,194.479995727539,178.130004882812,192.339996337891,134882000,185.834609985352
2020-03-16,174.149993896484,184.679992675781,169.160003662109,169.300003051758,92054400,163.573837280273
2020-03-17,175.470001220703,184.389999389648,169.779998779297,182.139999389648,121257100,175.979598999023
2020-03-18,171.610000610352,179.220001220703,166.800003051758,176.600006103516,114156300,170.626968383789
2020-03-19,175.690002441406,183.490005493164,171.630004882812,177.660003662109,120896500,171.651123046875
2020-03-20,181.740005493164,182.869995117188,170.100006103516,170.699996948242,118983900,164.926498413086
2020-03-23,170.919998168945,174.210006713867,164.929992675781,170.460006713867,124639800,165.045623779297
2020-03-24,179.910003662109,183.830001831055,177.949996948242,183.660003662109,94881800,177.826293945312
2020-03-25,184.419998168945,189.509994506836,179.979995727539,182.300003051758,88754900,176.509552001953
2020-03-26,183.869995117188,192.720001220703,183.610000610352,191.899993896484,79887600,185.804595947266
2020-03-27,186.929992675781,190.509994506836,184.660003662109,185.300003051758,58845000,179.414260864258
2020-03-30,187.059997558594,192.490005493164,186.339996337891,192.039993286133,49356900,185.940155029297
2020-03-31,191.720001220703,195.25,189.199996948242,190.399993896484,62659300,184.352249145508
2020-04-01,184.770004272461,187.660003662109,180.860000610352,182.309997558594,53715400,176.519226074219
2020-04-02,181.240005493164,190.100006103516,180.970001220703,186.009994506836,56465300,180.101684570312
2020-04-03,185.550003051758,187.070007324219,181.289993286133,183.369995117188,47487600,177.545532226562
2020-04-06,190.479995727539,197.649993896484,189.190002441406,196.479995727539,64763500,190.239151000977
2020-04-07,202.369995117188,202.660003662109,196,196.399993896484,69904500,190.161712646484
2020-04-08,198.149993896484,201.169998168945,196.169998168945,200.570007324219,45940400,194.199234008789
2020-04-09,202.350006103516,203.220001220703,199.029998779297,200.860000610352,68252600,194.480010986328
2020-04-13,200,203.419998168945,198.75,203.029998779297,42853900,196.5810546875
2020-04-14,207.229995727539,212.5,206.419998168945,211.860000610352,63959600,205.130615234375
2020-04-15,208.479995727539,211.830001831055,207.119995117188,209.429992675781,47036000,202.777786254883
2020-04-16,211.690002441406,214.369995117188,209.690002441406,213.25,64657400,206.476425170898
2020-04-17,216.169998168945,216.509994506836,212.080001831055,215.289993286133,62863200,208.45166015625
2020-04-20,213.360000610352,215.880004882812,212.570007324219,212.740005493164,38249100,205.982650756836
2020-04-21,210.600006103516,211.160003662109,203.630004882812,204.889999389648,72932800,198.38200378418
2020-04-22,209.100006103516,212.350006103516,208.330001831055,210.970001220703,40089100,204.268890380859
2020-04-23,211.789993286133,214.440002441406,210.100006103516,210.520004272461,43278500,203.83317565918
2020-04-24,210.970001220703,214.300003051758,209.5,213.839996337891,34231900,207.047698974609
2020-04-27,216.190002441406,216.630004882812,214.5,215.559997558594,36451700,208.713043212891
2020-04-28,217.320007324219,217.320007324219,211.210006713867,211.5,46862800,204.782043457031
2020-04-29,216.190002441406,219.970001220703,215.139999389648,219,48716400,212.043807983398
2020-04-30,219.949996948242,220.039993286133,217.350006103516,218.910003662109,43359500,211.956665039062
2020-05-01,214.5,216.669998168945,211.679992675781,212.740005493164,48795000,205.982650756836
2020-05-04,211.460006713867,215.449996948242,211.119995117188,215.220001220703,32841000,208.383880615234
2020-05-05,217.440002441406,220.139999389648,216.850006103516,217.660003662109,37783100,210.746353149414
2020-05-06,219.399993896484,221.039993286133,218.110000610352,219,36455200,212.043807983398
2020-05-07,221.820007324219,222.729995727539,220.419998168945,221.820007324219,38624800,214.77424621582
2020-05-08,223.550003051758,225,222.479995727539,224.860000610352,31852300,217.717681884766
2020-05-11,223.490005493164,227.929992675781,223.25,226.869995117188,35714100,219.663803100586
2020-05-12,227.490005493164,228.100006103516,222.089996337891,222.119995117188,41054100,215.064697265625
2020-05-13,222.660003662109,224.610000610352,216.710006713867,219.339996337891,65521200,212.373016357422
2020-05-14,217.970001220703,221.869995117188,215.990005493164,221.830001831055,51549300,214.783935546875
2020-05-15,218.779998779297,223.330001831055,218.330001831055,223.270004272461,55747200,216.178146362305
2020-05-18,226.279998779297,228.679992675781,225.470001220703,227.429992675781,42398100,220.206008911133
2020-05-19,227.699996948242,229.850006103516,226.710006713867,226.860000610352,36237300,219.65412902832
2020-05-20,229.5,231.759994506836,229.479995727539,231.389999389648,37417000,224.040298461914
2020-05-21,231.440002441406,232.139999389648,228.339996337891,228.869995117188,43642900,221.600311279297
2020-05-22,228.449996948242,229.869995117188,227.5,229.660003662109,28762400,222.365188598633
2020-05-26,233.360000610352,233.570007324219,228.789993286133,229.039993286133,33055300,221.764907836914
2020-05-27,228.690002441406,230.410003662109,223.940002441406,230.289993286133,55665600,222.975189208984
2020-05-28,229.110000610352,233.470001220703,229.050003051758,229.990005493164,42784300,222.684722900391
2020-05-29,230.380004882812,233.600006103516,228.759994506836,233.360000610352,50691800,225.947692871094
2020-06-01,232.460006713867,234.449996948242,232,234.059997558594,25776000,226.625473022461
2020-06-02,234.5,235.690002441406,232.009994506836,235.630004882812,33383400,228.145568847656
2020-06-03,236.259994506836,237.470001220703,235.350006103516,236.690002441406,37228700,229.171905517578
2020-06-04,236.330001831055,237.789993286133,233.679992675781,235.029998779297,38716100,227.564666748047
2020-06-05,236.220001220703,240.300003051758,235.630004882812,239.690002441406,47365600,232.076629638672
2020-06-08,239.539993286133,241.679992675781,237.910003662109,241.550003051758,32937300,233.877563476562
2020-06-09,240.660003662109,244.179992675781,240.470001220703,243.300003051758,35046300,235.57194519043
2020-06-10,245.050003051758,247.820007324219,244.509994506836,246.220001220703,58084400,238.399215698242
2020-06-11,242.160003662109,243.589996337891,233.960006713867,234.020004272461,72919400,226.586715698242
2020-06-12,239.089996337891,240.399993896484,231.740005493164,235.880004882812,72034800,228.387634277344
2020-06-15,232.440002441406,239.449996948242,231.470001220703,238.75,45307400,231.16650390625
2020-06-16,243.779998779297,244.389999389648,239.100006103516,242.850006103516,48890100,235.13623046875
2020-06-17,244.399993896484,245.5,242.729995727539,243.619995117188,34749300,235.881774902344
2020-06-18,243.289993286133,244.529998779297,242.490005493164,244.279998779297,30578600,236.520874023438
2020-06-19,246.729995727539,247,242.449996948242,244.240005493164,49422100,236.48210144043
2020-06-22,243.679992675781,246.869995117188,243.380004882812,246.740005493164,24068700,239.318161010742
2020-06-23,248.389999389648,251.149993896484,247.820007324219,248.839996337891,32767400,241.35498046875
2020-06-24,248.059997558594,249.330001831055,242.160003662109,243.710006713867,46032400,236.379302978516
2020-06-25,243.800003051758,246.339996337891,241.139999389648,246.029998779297,36940800,238.629486083984
2020-06-26,245.779998779297,245.960006713867,239.679992675781,240.220001220703,52824600,232.994293212891
2020-06-29,239.970001220703,242.850006103516,237.350006103516,242.839996337891,34377800,235.535461425781
2020-06-30,242.770004272461,248.160003662109,242.580001831055,247.600006103516,38909200,240.152297973633
2020-07-01,247.639999389648,251.520004272461,247.080001831055,250.490005493164,34689200,242.955352783203
2020-07-02,253.020004272461,254.270004272461,251.710006713867,252.190002441406,31956500,244.604217529297
2020-07-06,255.449996948242,258.929992675781,255.429992675781,258.390014648438,34589000,250.617736816406
2020-07-07,258.130004882812,260.880004882812,256.299987792969,256.609985351562,36578200,248.891220092773
2020-07-08,257.980010986328,260.019989013672,256.5,259.989990234375,30426300,252.169555664062
2020-07-09,261.970001220703,262.869995117188,257.630004882812,262.179992675781,40312900,254.293716430664
2020-07-10,262.029998779297,264.230010986328,259.260009765625,263.970001220703,32885300,256.029876708984
2020-07-13,266.910003662109,269.790008544922,257.690002441406,258.540008544922,64108100,250.763229370117
2020-07-14,255.929992675781,260.790008544922,252.759994506836,260.369995117188,72230500,252.538162231445
2020-07-15,261.829986572266,262.690002441406,257.489990234375,260.899993896484,54523900,253.052215576172
2020-07-16,258.019989013672,259.779998779297,255.619995117188,259.119995117188,47594100,251.325744628906
2020-07-17,259.589996337891,260.309997558594,257.170013427734,259.420013427734,35137900,251.616714477539
2020-07-20,260.079986572266,267.429992675781,258.790008544922,266.779998779297,40610100,258.755310058594
2020-07-21,268.399993896484,268.410003662109,263.130004882812,264,43243800,256.059020996094
2020-07-22,264.510009765625,265.890014648438,262.549987792969,264.929992675781,29865500,256.960968017578
2020-07-23,264.510009765625,265.239990234375,256.549987792969,258.010009765625,51363500,250.249160766602
2020-07-24,254.039993286133,256.929992675781,251.320007324219,255.559997558594,54054500,247.872848510742
2020-07-27,257.260009765625,260.519989013672,256.450012207031,260.119995117188,36445700,252.295639038086
2020-07-28,259.309997558594,259.850006103516,256.510009765625,256.809997558594,31302400,249.085205078125
2020-07-29,258.399993896484,260.660003662109,257.910003662109,259.769989013672,27556900,251.956207275391
2020-07-30,257.739990234375,261.709991455078,256.549987792969,261.130004882812,41774500,253.275329589844
2020-07-31,265.910003662109,265.950012207031,260.850006103516,265.790008544922,53686300,257.795166015625
2020-08-03,268,270.149993896484,267.869995117188,269.380004882812,32081600,261.277160644531
2020-08-04,268.859985351562,270.480010986328,268.089996337891,270.380004882812,24911300,262.247100830078
2020-08-05,270.880004882812,271.519989013672,269.959991455078,271.049987792969,21612100,262.896881103516
2020-08-06,270.850006103516,274.980010986328,270.190002441406,274.640014648438,28048200,266.378967285156
2020-08-07,274.079986572266,274.880004882812,269.25,271.470001220703,44969400,263.304290771484
2020-08-10,271.769989013672,271.980010986328,266.670013427734,270.309997558594,35088400,262.17919921875
2020-08-11,269.109985351562,270.440002441406,264.630004882812,265.190002441406,43104300,257.213195800781
2020-08-12,267.420013427734,272.839996337891,267.369995117188,271.859985351562,38773400,263.682464599609
2020-08-13,272.660003662109,274.829986572266,271.510009765625,272.480010986328,31895700,264.283874511719
2020-08-14,273.119995117188,273.399993896484,270.720001220703,272.160003662109,30799500,263.973449707031
2020-08-17,273.929992675781,275.839996337891,272.200012207031,275.320007324219,24803000,267.038452148438
2020-08-18,276.420013427734,278.459991455078,274.910003662109,277.970001220703,23529500,269.608795166016
2020-08-19,277.929992675781,279.019989013672,275.570007324219,276.100006103516,31999400,267.794982910156
2020-08-20,275.279998779297,280.429992675781,274.859985351562,279.929992675781,27723400,271.509765625
2020-08-21,280.130004882812,282.339996337891,279.459991455078,281.869995117188,34748900,273.391448974609
2020-08-24,285.25,286,281.269989013672,283.630004882812,36418500,275.098571777344
2020-08-25,282.829986572266,286.059997558594,282.369995117188,285.859985351562,34866600,277.261444091797
2020-08-26,287.149993896484,292.220001220703,285.829986572266,291.959991455078,42216700,283.177947998047
2020-08-27,292.970001220703,293.850006103516,288.709991455078,291.049987792969,49482700,282.295318603516
2020-08-28,292.329986572266,293.179992675781,290.929992675781,292.529998779297,28021000,283.730865478516
2020-08-31,293.070007324219,296.75,292.619995117188,294.880004882812,36321000,286.010131835938
2020-09-01,297.619995117188,300.040008544922,295.790008544922,299.920013427734,36216200,290.8984375
2020-09-02,303.279998779297,303.5,296.890014648438,302.760009765625,50836800,293.653076171875
2020-09-03,298.100006103516,298.619995117188,284.410003662109,287.410003662109,110083300,278.764801025391
2020-09-04,285.559997558594,288.929992675781,271.799987792969,283.579986572266,123959000,275.049987792969
2020-09-08,272.220001220703,278.220001220703,269.660003662109,269.950012207031,99568600,261.830047607422
2020-09-09,275.640014648438,280.049987792969,273,277.880004882812,64837900,269.521423339844
2020-09-10,280.940002441406,282.200012207031,270.559997558594,272.339996337891,69667500,264.148132324219
2020-09-11,274.149993896484,275.220001220703,266.899993896484,270.450012207031,71809000,262.314880371094
2020-09-14,274.359985351562,277.220001220703,272.959991455078,275.160003662109,38525200,266.883239746094
2020-09-15,279.029998779297,280.450012207031,275.130004882812,279.059997558594,41849900,270.665924072266
2020-09-16,279.880004882812,280.359985351562,274.25,274.609985351562,42321000,266.349884033203
2020-09-17,267.549987792969,274.399993896484,266.679992675781,270.320007324219,81570800,262.188842773438
2020-09-18,271.790008544922,272.089996337891,262.630004882812,266.869995117188,86251100,258.842651367188
2020-09-21,262.470001220703,267.649993896484,260.109985351562,267.510009765625,57168600,259.46337890625
2020-09-22,269.989990234375,273.079986572266,266.540008544922,272.480010986328,41128900,264.283874511719
2020-09-23,272.149993896484,272.339996337891,263.25,264.160003662109,48837300,256.214202880859
2020-09-24,261.390014648438,268.700012207031,261.220001220703,265.390014648438,70631700,257.4072265625
2020-09-25,265.910003662109,272.399993896484,264.299987792969,271.559997558594,55242400,263.391540527344
2020-09-28,276.579986572266,277.200012207031,271.670013427734,277.200012207031,58438300,268.861999511719
2020-09-29,276.619995117188,277.709991455078,275.369995117188,275.950012207031,27050000,267.649536132812
2020-09-30,276.149993896484,281.089996337891,275.869995117188,277.839996337891,49380800,269.482696533203
2020-10-01,281.790008544922,282.880004882812,279.839996337891,282.25,50020200,273.760009765625
2020-10-02,276.019989013672,282.239990234375,273.440002441406,274.309997558594,75497400,266.058837890625
2020-10-05,276.339996337891,280.489990234375,276.230010986328,280.160003662109,28184600,271.732879638672
2020-10-06,279.450012207031,281.190002441406,274.25,275.160003662109,49704200,266.883239746094
2020-10-07,277.890014648438,280.739990234375,277.279998779297,279.920013427734,27539700,271.500122070312
2020-10-08,282.399993896484,282.470001220703,280.309997558594,281.410003662109,25443300,272.945281982422
2020-10-09,283.109985351562,285.790008544922,282.709991455078,285.709991455078,30201100,277.115875244141
2020-10-12,290.549987792969,297.459991455078,289.470001220703,294.529998779297,79370700,285.670654296875
2020-10-13,296.390014648438,297.049987792969,293.109985351562,294.519989013672,64240000,285.660980224609
2020-10-14,295.350006103516,296.350006103516,290.260009765625,292.059997558594,36949100,283.275054931641
2020-10-15,287.200012207031,290.709991455078,286.540008544922,290.100006103516,42514200,281.373870849609
2020-10-16,291.799987792969,293.269989013672,288.149993896484,288.510009765625,40570700,279.831695556641
2020-10-19,290.489990234375,291.480010986328,282.790008544922,283.799987792969,36756800,275.263427734375
2020-10-20,284.559997558594,287.619995117188,282.950012207031,284.410003662109,32195400,275.855072021484
2020-10-21,284.670013427734,287.320007324219,283.690002441406,284.190002441406,29306100,275.641693115234
2020-10-22,285.049987792969,285.980010986328,280.820007324219,284.179992675781,32196200,275.631958007812
2020-10-23,284.769989013672,284.910003662109,281.779998779297,284.739990234375,24658500,276.175109863281
2020-10-26,282.380004882812,285.299987792969,276.760009765625,280.470001220703,38421100,272.033538818359
2020-10-27,281.5,283.510009765625,280.200012207031,282.660003662109,30559100,274.157623291016
2020-10-28,278.010009765625,278.640014648438,271.380004882812,271.640014648438,53413500,263.469177246094
2020-10-29,273,279.489990234375,272.519989013672,276.390014648438,43246300,268.076293945312
2020-10-30,274.339996337891,275.239990234375,267.070007324219,269.380004882812,65838300,261.277160644531
2020-11-02,271.850006103516,273.519989013672,266.970001220703,269.980010986328,39987400,261.859100341797
2020-11-03,271.959991455078,276.820007324219,270.839996337891,274.649993896484,43604100,266.388549804688
2020-11-04,283.589996337891,288.769989013672,281.869995117188,286.910003662109,75728200,278.279846191406
2020-11-05,293.529998779297,295.390014648438,292,294.390014648438,52054200,285.534942626953
2020-11-06,293.709991455078,295.359985351562,289.829986572266,294.609985351562,40959800,285.748229980469
2020-11-09,297.649993896484,299.140014648438,288.119995117188,288.589996337891,86537100,279.909301757812
2020-11-10,285.170013427734,286.660003662109,280.619995117188,283.420013427734,69024900,274.894866943359
2020-11-11,286.029998779297,290.25,283.380004882812,289.760009765625,36102900,281.044158935547
2020-11-12,290.760009765625,292.070007324219,287.25,288.399993896484,34414600,279.725036621094
2020-11-13,290.170013427734,291.570007324219,287.869995117188,290.929992675781,24806900,282.178924560547
2020-11-16,290.619995117188,293.510009765625,289.989990234375,293.200012207031,30168400,284.380737304688
2020-11-17,293.399993896484,293.739990234375,291.609985351562,292.269989013672,21843500,283.478546142578
2020-11-18,291.700012207031,293.369995117188,290.019989013672,290.109985351562,28069600,281.383605957031
2020-11-19,289.540008544922,292.700012207031,288.850006103516,292.380004882812,22718400,283.585266113281
2020-11-20,292.299987792969,293.070007324219,290.290008544922,290.380004882812,25907300,281.645446777344
2020-11-23,291.410003662109,292.75,288.070007324219,290.390014648438,26875600,281.655181884766
2020-11-24,291.489990234375,294.980010986328,289.630004882812,294.470001220703,24516800,285.612365722656
2020-11-25,295.570007324219,296.940002441406,294.589996337891,296.279998779297,23326800,287.368041992188
2020-11-27,298.309997558594,300.170013427734,297.899993896484,299.010009765625,17163100,290.015838623047
2020-11-30,299.339996337891,299.970001220703,294.779998779297,299.619995117188,27836200,290.607604980469
2020-12-01,301.970001220703,305.140014648438,300.829986572266,303.459991455078,27521300,294.332000732422
2020-12-02,302.25,304.200012207031,300.350006103516,303.850006103516,23620000,294.710327148438
2020-12-03,304.170013427734,305.880004882812,303.529998779297,304.279998779297,22828700,295.127319335938
2020-12-04,304.329986572266,305.670013427734,303.630004882812,305.519989013672,19332100,296.330078125
2020-12-07,305.709991455078,307.630004882812,305.519989013672,307.25,20851000,298.007934570312
2020-12-08,306.760009765625,308.600006103516,304.950012207031,308.290008544922,18341500,299.016754150391
2020-12-09,308.070007324219,308.359985351562,300.209991455078,301.309997558594,48839300,292.246673583984
2020-12-10,299.209991455078,303.679992675781,298.089996337891,302.519989013672,27519500,293.420349121094
2020-12-11,300.809997558594,301.980010986328,298.470001220703,301.850006103516,26760400,292.770446777344
2020-12-14,303.079986572266,306.049987792969,303.010009765625,304.040008544922,28804800,294.894592285156
2020-12-15,306.369995117188,307.290008544922,304.109985351562,307.290008544922,25709000,298.046875
2020-12-16,307.700012207031,309.790008544922,306.619995117188,308.980010986328,25461900,299.68603515625
2020-12-17,310.630004882812,311.239990234375,309.390014648438,311,23730500,301.645202636719
2020-12-18,311.660003662109,311.980010986328,307.609985351562,310.059997558594,41173400,300.733459472656
2020-12-21,306.459991455078,309.470001220703,303.600006103516,308.920013427734,37095500,300.170928955078
2020-12-22,309.850006103516,310.709991455078,306.850006103516,309.760009765625,26176300,300.987121582031
2020-12-23,309.809997558594,310.179992675781,308.040008544922,308.200012207031,21201300,299.471313476562
2020-12-24,308.470001220703,310.019989013672,308.390014648438,309.559997558594,16785000,300.792755126953
2020-12-28,312.25,313.170013427734,310.359985351562,312.679992675781,22497700,303.824340820312
2020-12-29,314.049987792969,314.690002441406,312.029998779297,312.959991455078,25871900,304.096466064453
2020-12-30,314.160003662109,314.489990234375,312.329986572266,312.970001220703,18138100,304.106201171875
2020-12-31,312.869995117188,314.239990234375,311.760009765625,313.739990234375,21611400,304.854370117188
2021-01-04,315.109985351562,315.290008544922,305.179992675781,309.309997558594,45305900,300.549835205078
2021-01-05,308.290008544922,312.140014648438,308.290008544922,311.859985351562,29323400,303.027679443359
2021-01-06,307,311.880004882812,305.980010986328,307.540008544922,52809600,298.830017089844
2021-01-07,310.279998779297,315.839996337891,310.25,314.980010986328,30394800,306.059326171875
2021-01-08,317.339996337891,319.390014648438,315.079986572266,319.029998779297,33955800,309.994537353516
2021-01-11,315.980010986328,317.190002441406,313.75,314.420013427734,32746400,305.515167236328
2021-01-12,314.459991455078,315.579986572266,311.200012207031,313.920013427734,29266800,305.029327392578
2021-01-13,314.190002441406,316.859985351562,313.570007324219,316.040008544922,22898400,307.089233398438
2021-01-14,316.5,317.529998779297,313.859985351562,314.350006103516,23500100,305.447082519531
2021-01-15,314.130004882812,315.119995117188,310.579986572266,311.859985351562,35118700,303.027679443359
2021-01-19,314.25,316.929992675781,313.119995117188,316.410003662109,24537000,307.448822021484
2021-01-20,320.140014648438,324.739990234375,316.510009765625,323.769989013672,30728100,314.600280761719
2021-01-21,325.149993896484,327.130004882812,323.730010986328,326.359985351562,25130600,317.116912841797
2021-01-22,325.290008544922,326.459991455078,324.709991455078,325.420013427734,21609400,316.203582763672
2021-01-25,328.910003662109,330.320007324219,321.410003662109,328.109985351562,39080600,318.817474365234
2021-01-26,328.850006103516,329.760009765625,327.220001220703,328.589996337891,25498100,319.283782958984
2021-01-27,326.260009765625,326.269989013672,317.359985351562,319.429992675781,55264000,310.383178710938
2021-01-28,320.670013427734,326.420013427734,320.029998779297,321.320007324219,42836300,312.219696044922
2021-01-29,319.579986572266,320.720001220703,312.760009765625,314.559997558594,55259000,305.651184082031
2021-02-01,318.109985351562,323.540008544922,316.019989013672,322.420013427734,35646000,313.288543701172
2021-02-02,325.480010986328,328.869995117188,325.309997558594,327.679992675781,33930800,318.399536132812
2021-02-03,329.820007324219,330.200012207031,326.320007324219,326.380004882812,24824500,317.136383056641
2021-02-04,327.820007324219,330.329986572266,326.459991455078,330.239990234375,22350900,320.887084960938
2021-02-05,331.220001220703,332.399993896484,329.529998779297,331.359985351562,22732000,321.975372314453
2021-02-08,333.100006103516,333.739990234375,331.410003662109,333.579986572266,20462800,324.132446289062
2021-02-09,332.619995117188,334.809997558594,332.609985351562,333.510009765625,17597500,324.064483642578
2021-02-10,334.989990234375,335.459991455078,329.5,332.75,28068700,323.325988769531
2021-02-11,334.329986572266,335,332.119995117188,334.579986572266,22046100,325.104217529297
2021-02-12,333.709991455078,336.619995117188,332.630004882812,336.450012207031,20346800,326.921295166016
2021-02-16,337.269989013672,338.190002441406,334.339996337891,335.540008544922,27080800,326.037017822266
2021-02-17,332.470001220703,335.660003662109,330.170013427734,333.929992675781,31360300,324.472625732422
2021-02-18,330.230010986328,333.869995117188,328.359985351562,332.470001220703,32236200,323.053863525391
2021-02-19,333.859985351562,333.989990234375,329.970001220703,331.019989013672,39157700,321.644958496094
2021-02-22,326.5,327.799987792969,322.230010986328,322.440002441406,47256900,313.307952880859
2021-02-23,317,323.200012207031,311,321.480010986328,97241900,312.375183105469
2021-02-24,318.739990234375,324.450012207031,315.959991455078,324.130004882812,58206300,314.950164794922
2021-02-25,321.390014648438,324.029998779297,311.239990234375,312.829986572266,110182600,303.970123291016
2021-02-26,315.850006103516,319.109985351562,310.880004882812,314.140014648438,104739800,305.243011474609
2021-03-01,319.269989013672,323.940002441406,317.940002441406,323.589996337891,49164500,314.425415039062
2021-03-02,324.25,324.329986572266,318.140014648438,318.399993896484,48370000,309.382385253906
2021-03-03,317.269989013672,318.239990234375,309.100006103516,309.160003662109,86301100,300.404022216797
2021-03-04,308.779998779297,312.040008544922,300.109985351562,304.100006103516,139131600,295.487426757812
2021-03-05,306.799987792969,309.609985351562,297.450012207031,308.679992675781,121523700,299.937713623047
2021-03-08,308.119995117188,310.059997558594,299.510009765625,299.940002441406,88409800,291.445220947266
2021-03-09,307.470001220703,313.730010986328,306.920013427734,311.769989013672,80391100,302.940124511719
2021-03-10,316.160003662109,316.470001220703,310.170013427734,310.880004882812,76798100,302.075347900391
2021-03-11,315.769989013672,319.859985351562,314.850006103516,318.040008544922,53484800,309.032653808594
2021-03-12,313.859985351562,318.230010986328,311.390014648438,315.459991455078,69315600,306.525665283203
2021-03-15,315.790008544922,319,314.100006103516,318.829986572266,42955700,309.800231933594
2021-03-16,321.089996337891,324.200012207031,319.100006103516,320.579986572266,54925900,311.500701904297
2021-03-17,317.450012207031,323.850006103516,315.679992675781,321.899993896484,78258700,312.783294677734
2021-03-18,316.869995117188,317.880004882812,311.570007324219,312.040008544922,82718100,303.202575683594
2021-03-19,311.869995117188,314.730010986328,309.660003662109,313.140014648438,78446200,304.271423339844
2021-03-22,315.209991455078,320.739990234375,315.209991455078,318.609985351562,56194800,309.977447509766
