"Date","SQQQ.Open","SQQQ.High","SQQQ.Low","SQQQ.Close","SQQQ.Volume","SQQQ.Adjusted"
2021-08-26,192.5,195.5,191.25,194.75,3855324,173.471038818359
2021-08-27,193.75,194.5,188.25,189.25,2964116,168.571960449219
2021-08-30,188,188,182,182.5,3229752,162.559494018555
2021-08-31,182.5,185.5,182.25,183,3121712,163.004852294922
2021-09-01,181.5,182.5,179.25,182.25,3138908,162.336791992188
2021-09-02,180.5,184.25,179.75,182.75,3426060,162.782150268555
2021-09-03,184,184.25,180.25,180.75,2851476,161.000701904297
2021-09-07,180.5,182.5,179,179.75,2619760,160.109954833984
2021-09-08,180.5,185.25,180.25,182,3502200,162.114120483398
2021-09-09,181.75,184.25,180,183.75,3637556,163.672912597656
2021-09-10,181.25,188.5,180,188.25,3890208,167.681228637695
2021-09-13,184.5,191.5,183.75,188.5,5409332,167.903900146484
2021-09-14,186,191.5,184.75,190,4482080,169.240020751953
2021-09-15,189.25,192.75,185,185.5,3567152,165.231689453125
2021-09-16,187.5,190.75,184.5,185.5,3324008,165.231689453125
2021-09-17,186,193.5,186,192,4647236,171.021484375
2021-09-20,200.75,211.25,198.25,203.75,6385724,181.487640380859
2021-09-21,200.5,205,198.5,203.25,4661344,181.042266845703
2021-09-22,201.25,203.25,194.75,197.25,4463456,175.697845458984
2021-09-23,195.25,196.5,190,191.75,3418912,170.798797607422
2021-09-24,195.5,196,190.5,191,2902564,170.130752563477
2021-09-27,196.25,199.75,194.5,195.75,3257380,174.361740112305
2021-09-28,203.5,213.25,202.25,212.25,6413560,189.05891418457
2021-09-29,210,214.75,206.25,213.5,4942140,190.172332763672
2021-09-30,210.75,216.5,207.5,215.75,5513996,192.176513671875
2021-10-01,214.75,222.25,209.75,211.75,4564348,188.613571166992
2021-10-04,214.75,229.25,214,225,5466208,200.415802001953
2021-10-05,223,223.5,211.5,215.75,4685356,192.176513671875
2021-10-06,222,223.75,211.25,211.75,5834296,188.613571166992
2021-10-07,206,207.25,201.25,205.75,4160372,183.269119262695
2021-10-08,204,210,203.5,209.25,3577908,186.386672973633
2021-10-11,211.75,214,205.5,213.75,4176212,190.395004272461
2021-10-12,211.25,217.25,210.25,215.75,4237520,192.176513671875
2021-10-13,211.75,215.5,209.5,210.75,3580632,187.722793579102
2021-10-14,204.25,205.5,198.75,199,3627096,177.256637573242
2021-10-15,197,199,195.25,195.25,2499960,173.916397094727
2021-10-18,197.5,198.5,189.25,189.25,2977280,168.571960449219
2021-10-19,187.75,189,185,185.5,2813924,165.231689453125
2021-10-20,184.5,188.25,183.5,185.75,2968180,165.454391479492
2021-10-21,187,187.75,182.25,182.5,2670696,162.559494018555
2021-10-22,184.5,189.75,182.75,187,3722768,166.567794799805
2021-10-25,185,188,179.75,181.25,3309120,161.446060180664
2021-10-26,178,181.5,174.5,179.75,5228928,160.109954833984
2021-10-27,179,179.5,173.75,178.25,4535248,158.773864746094
2021-10-28,175.75,176.75,172,172.5,3950280,153.652114868164
2021-10-29,176.75,177.25,169.5,169.75,4089032,151.202575683594
2021-11-01,169.25,172.25,168,168.25,3690484,149.866500854492
2021-11-02,168.75,169,165.25,165.75,3144112,147.639633178711
2021-11-03,165.25,166.75,160,160.5,4821744,142.963256835938
2021-11-04,159,159.75,153.25,154.75,5948856,137.841537475586
2021-11-05,152.25,155.75,151.25,154.25,5946932,137.396179199219
2021-11-08,154.25,155.5,152.75,154.75,4029588,137.841537475586
2021-11-09,153.5,159.5,153,157.75,6440100,140.513748168945
2021-11-10,161.25,167.25,157.75,165,8139512,146.971572875977
2021-11-11,161,164,160.5,163.25,3830012,145.412796020508
2021-11-12,161.75,164,157.5,158,4618184,140.736434936523
2021-11-15,157,161.5,156.25,158.25,5078288,140.959121704102
2021-11-16,159.25,159.5,154.25,154.75,3748960,137.841537475586
2021-11-17,154.75,156,152.25,154.75,3778628,137.841537475586
2021-11-18,152.25,155,149.25,149.75,5693792,133.387847900391
2021-11-19,148,149,146,147.25,4922392,131.161010742188
2021-11-22,145.75,152.75,142.25,152.75,6321952,136.060043334961
2021-11-23,154,160,151.5,154.75,8234220,137.841537475586
2021-11-24,157.5,160.5,152.75,153,5764900,136.282745361328
2021-11-26,156.25,163.5,154.5,161.5,5850500,143.854019165039
2021-11-29,155.75,157,149.75,151.25,5848284,134.72395324707
2021-11-30,152.25,160.25,149.5,157.75,7718904,140.513748168945
2021-12-01,152.5,166.5,149.75,166.25,8283028,148.085006713867
2021-12-02,167.75,169.5,159.75,162.25,9900112,144.522048950195
2021-12-03,160.5,176,159.25,170.5,10254504,151.870635986328
2021-12-06,170.25,175.75,164.75,166.5,7019468,148.307678222656
2021-12-07,157.75,158,150.75,151.25,7858276,134.72395324707
2021-12-08,151,153.5,149.25,149.5,6721228,133.165161132812
2021-12-09,151,156.25,148.75,155.75,7900284,138.732269287109
2021-12-10,152.5,156.5,150.5,150.75,7757124,134.278594970703
2021-12-13,150.75,158,150.75,157.5,6446024,140.291046142578
2021-12-14,163.25,167.75,160,162.25,7328900,144.522048950195
2021-12-15,162.75,167.75,150.75,151.5,9651480,134.946640014648
2021-12-16,150,164.75,149.5,162.5,9130312,144.744750976562
2021-12-17,167.5,169.25,159.75,165,8234576,146.971572875977
2021-12-20,171.75,174.25,169,170,7617976,151.42529296875
2021-12-21,165.5,170.75,158.25,158.5,6405876,141.18180847168
2021-12-22,159,160,152.5,153,5229056,136.282745361328
2021-12-23,152.5,152.75,147.5,149.5,4798524,133.165161132812
2021-12-27,148,148,142,142.25,4069200,126.707328796387
2021-12-28,141.25,145,140.75,143.75,5004472,128.043426513672
2021-12-29,143.5,146.75,142.25,144,5040292,128.266098022461
2021-12-30,144.25,146,141.75,145.25,3048932,129.379516601562
2021-12-31,146,148.5,144.5,148.5,3732220,132.2744140625
2022-01-03,146.75,149,143.5,143.5,5308664,127.820755004883
2022-01-04,143,152.75,143,149.25,7556940,132.942474365234
2022-01-05,151,163.25,149.75,163.25,9424716,145.412796020508
2022-01-06,165.5,168.25,159,163.5,8488304,145.635482788086
2022-01-07,163.5,171,161,168.5,9092064,150.089172363281
2022-01-10,175.25,182.75,167.5,167.75,10878204,149.421127319336
2022-01-11,169.5,172.25,160.5,160.75,9905348,143.185958862305
2022-01-12,157.5,161.75,155.25,158.5,9360524,141.18180847168
2022-01-13,157.100006103516,171.899993896484,156.199996948242,170.300003051758,12315060,151.692504882812
2022-01-14,174.300003051758,174.449996948242,167,167.5,12652120,149.198425292969
2022-01-18,175.300003051758,180.949996948242,172.449996948242,179.5,11428240,159.887268066406
2022-01-19,177.550003051758,186.199996948242,173.800003051758,185.75,10714860,165.454391479492
2022-01-20,180.800003051758,193.899993896484,174.550003051758,193.050003051758,12453820,171.956771850586
2022-01-21,196.649993896484,209.550003051758,192.25,208.949996948242,18443920,186.119476318359
2022-01-24,219.5,240.399993896484,205,206.350006103516,25011320,183.803573608398
2022-01-25,217.850006103516,226.5,210.199996948242,220.399993896484,18620400,196.318405151367
2022-01-26,205.449996948242,228.800003051758,197.850006103516,220.75,20689040,196.63020324707
2022-01-27,212.25,230.149993896484,208.75,228,16208700,203.088027954102
2022-01-28,224.25,234.5,206.25,206.600006103516,16079020,184.026260375977
2022-01-31,204.100006103516,207.100006103516,185.75,186.899993896484,13247040,166.478729248047
2022-02-01,184.600006103516,192.75,181.850006103516,182.899993896484,11504040,162.915802001953
2022-02-02,176.5,184.800003051758,176.100006103516,178.550003051758,15574840,159.041076660156
2022-02-03,192.800003051758,201.699996948242,188,199.800003051758,15474320,177.969223022461
2022-02-04,199.149993896484,202.75,186.649993896484,192.75,15657720,171.689529418945
2022-02-07,191.300003051758,199.100006103516,187.449996948242,196.800003051758,11044660,175.29704284668
2022-02-08,199.050003051758,200.899993896484,188.5,190.399993896484,13733040,169.596282958984
2022-02-09,183,185.600006103516,178.149993896484,178.300003051758,12793960,158.818405151367
2022-02-10,188.75,193.050003051758,178.600006103516,190.149993896484,24462340,169.373611450195
2022-02-11,190.300003051758,210.399993896484,187.649993896484,208.100006103516,23597280,185.362365722656
2022-02-14,209.600006103516,214.149993896484,201.399993896484,207.600006103516,22048020,184.9169921875
2022-02-15,198,199.949996948242,191.800003051758,192.25,16286360,171.244171142578
2022-02-16,195.75,201,190.649993896484,192.399993896484,16054500,171.377792358398
2022-02-17,197.75,210.199996948242,196.550003051758,209.449996948242,15629480,186.564849853516
2022-02-18,207.75,221,207.050003051758,216.449996948242,23578680,192.800018310547
2022-02-22,222.449996948242,230.350006103516,211.850006103516,223,22564860,198.634323120117
2022-02-23,216.850006103516,240.949996948242,215.100006103516,240.050003051758,21023700,213.821395874023
2022-02-24,263.5,264.350006103516,214.949996948242,216.600006103516,29670100,192.933624267578
2022-02-25,214.5,222,205.649993896484,205.850006103516,17069140,183.358200073242
2022-02-28,211.75,213.899993896484,201,203.649993896484,22543340,181.398574829102
2022-03-01,205.949996948242,217.899993896484,201.899993896484,213.25,22611500,189.949661254883
2022-03-02,210.600006103516,215.850006103516,200.300003051758,202.899993896484,16394440,180.730514526367
2022-03-03,197.949996948242,214.699996948242,197.75,211.350006103516,17900280,188.257263183594
2022-03-04,215.899993896484,225,213.199996948242,220.550003051758,19287680,196.452041625977
2022-03-07,220.550003051758,245.449996948242,218.300003051758,245.050003051758,20217320,218.275085449219
2022-03-08,246.800003051758,256.100006103516,226,248.350006103516,26503240,221.21452331543
2022-03-09,229,235.149993896484,218.399993896484,221.800003051758,17684140,197.565444946289
2022-03-10,229.850006103516,238,226.449996948242,228.850006103516,16014200,203.845153808594
2022-03-11,222.699996948242,244.149993896484,221.949996948242,242.699996948242,14845460,216.181823730469
2022-03-14,246.100006103516,258.75,238.199996948242,256.950012207031,16521820,228.874862670898
2022-03-15,250.649993896484,254.550003051758,231,233.199996948242,18037280,207.719848632812
2022-03-16,224.5,232.300003051758,206.75,206.899993896484,22819040,184.293441772461
2022-03-17,210.550003051758,212.949996948242,199.5,199.600006103516,14687740,177.791091918945
2022-03-18,202.449996948242,204.5,186.649993896484,187.449996948242,19858620,166.968627929688
2022-03-21,188.550003051758,195.899993896484,184.899993896484,188.699996948242,20735360,168.08203125
2022-03-22,187.850006103516,188.5,176.149993896484,177.649993896484,17161980,158.239410400391
2022-03-23,182,185.25,176.5,185.149993896484,20054740,164.919906616211
2022-03-24,182.100006103516,185.600006103516,172.850006103516,172.949996948242,16509720,154.052963256836
2022-03-25,173.100006103516,179.699996948242,171.449996948242,173.25,19322860,154.320159912109
2022-03-28,173.350006103516,175.199996948242,165.100006103516,165.300003051758,15985580,147.238815307617
2022-03-29,159.899993896484,163.649993896484,155.850006103516,156.850006103516,17654960,139.712097167969
2022-03-30,159.149993896484,163.899993896484,157,161.600006103516,17493760,143.943099975586
2022-03-31,161.75,169.050003051758,161.25,168.350006103516,17087580,149.95556640625
2022-04-01,167.550003051758,173.5,166.399993896484,168.899993896484,18046020,150.445465087891
2022-04-04,167.699996948242,168.100006103516,158.5,158.550003051758,11590160,141.226333618164
2022-04-05,160.350006103516,170.5,159.449996948242,168.850006103516,16008080,150.400939941406
2022-04-06,176.699996948242,183.850006103516,175.100006103516,179.899993896484,24495160,160.243560791016
2022-04-07,181.550003051758,187.050003051758,175.300003051758,178.699996948242,20502700,159.174667358398
2022-04-08,181.449996948242,187.199996948242,180.300003051758,186,17248420,165.677062988281
2022-04-11,193.300003051758,200,191.699996948242,199.199996948242,16874120,177.434783935547
2022-04-12,190.850006103516,204.550003051758,187.550003051758,201.949996948242,22069840,179.884323120117
2022-04-13,201.449996948242,202.75,187.850006103516,189.800003051758,15855140,169.061859130859
2022-04-14,189.550003051758,203.100006103516,188.600006103516,202.699996948242,16269200,180.552368164062
2022-04-18,204.649993896484,207.5,198,201.899993896484,17544180,179.839797973633
2022-04-19,203.449996948242,205.300003051758,187.699996948242,188.850006103516,14939740,168.215682983398
2022-04-20,187.25,199.050003051758,186.600006103516,197.199996948242,17884080,175.6533203125
2022-04-21,190.100006103516,210.899993896484,185.5,209,23153460,186.164031982422
2022-04-22,209,226.5,206.600006103516,225.699996948242,24704180,201.039321899414
2022-04-25,229.199996948242,231.850006103516,216.300003051758,216.899993896484,27106580,193.20085144043
2022-04-26,221.100006103516,242.050003051758,220.75,241,25386080,214.667602539062
2022-04-27,241.300003051758,246.399993896484,228.300003051758,242.300003051758,29149700,215.825561523438
2022-04-28,230.600006103516,240.550003051758,212.25,216.75,28618700,193.067199707031
2022-04-29,225.199996948242,247.050003051758,218.100006103516,245.149993896484,25077340,218.364151000977
2022-05-02,246.800003051758,254.350006103516,233,233.199996948242,32143900,207.719848632812
2022-05-03,233.5,238.949996948242,227.600006103516,232.649993896484,23830860,207.229934692383
2022-05-04,231.649993896484,243.550003051758,207.649993896484,208.949996948242,32901560,186.119476318359
2022-05-05,217.649993896484,247.050003051758,217.399993896484,239.75,35047340,213.554168701172
2022-05-06,245.5,258.950012207031,235.850006103516,249.050003051758,40129020,221.838027954102
2022-05-09,263.350006103516,281.950012207031,257.25,278.049987792969,33023160,247.669387817383
2022-05-10,257.799987792969,280.100006103516,254.399993896484,268.25,37789260,238.940185546875
2022-05-11,274.600006103516,294.600006103516,259.549987792969,292.149993896484,34907660,260.228759765625
2022-05-12,305.549987792969,313.049987792969,280.450012207031,293.799987792969,35137260,261.698486328125
2022-05-13,280.549987792969,285.549987792969,258.399993896484,262.200012207031,25288240,233.551223754883
2022-05-16,266.25,274,260.850006103516,270.25,22020060,240.721649169922
2022-05-17,254.350006103516,264.950012207031,248.649993896484,249.75,23920280,222.461547851562
2022-05-18,261,289.600006103516,259.200012207031,286.049987792969,26077080,254.795272827148
2022-05-19,292.049987792969,297,276.700012207031,291.299987792969,32020000,259.471649169922
2022-05-20,280.200012207031,319.299987792969,278.200012207031,293.649993896484,34343540,261.56494140625
2022-05-23,290.5,297.950012207031,278,279.049987792969,22180960,248.560119628906
2022-05-24,294.399993896484,311.149993896484,292.299987792969,296.700012207031,27696060,264.281677246094
2022-05-25,301.600006103516,302.299987792969,277.75,284.5,21876620,253.414657592773
2022-05-26,286.649993896484,287.600006103516,256.100006103516,260.799987792969,19816980,232.304183959961
2022-05-27,252.350006103516,252.600006103516,234.850006103516,235.050003051758,19580580,209.367706298828
2022-05-31,235.100006103516,246.050003051758,230.100006103516,236.550003051758,24556640,210.703826904297
2022-06-01,231.949996948242,247.5,226.949996948242,242.5,25058720,216.003707885742
2022-06-02,245.050003051758,248.5,222,222.5,22157360,198.18896484375
2022-06-03,233.75,242.5,230.649993896484,239.800003051758,24972040,213.598724365234
2022-06-06,229.050003051758,241.100006103516,225.25,237.25,19921080,211.327331542969
2022-06-07,245.300003051758,247.850006103516,229.350006103516,231.25,19218780,205.982925415039
2022-06-08,233.050003051758,238.100006103516,226.899993896484,236,15216560,210.213897705078
2022-06-09,240.199996948242,255.550003051758,233,255.149993896484,22375080,227.271514892578
2022-06-10,269.850006103516,283.399993896484,266.799987792969,282.600006103516,27765320,251.722259521484
2022-06-13,309.049987792969,324.200012207031,301.299987792969,321.049987792969,31146000,285.971099853516
2022-06-14,313.350006103516,328.799987792969,310.149993896484,319.149993896484,24115740,284.278686523438
2022-06-15,307.600006103516,317.399993896484,281.899993896484,295.850006103516,28404520,263.524505615234
2022-06-16,318.75,338.450012207031,317.149993896484,330.450012207031,26021200,294.344024658203
2022-06-17,328.899993896484,335.200012207031,310.450012207031,319.799987792969,24576320,284.857635498047
2022-06-21,303.799987792969,304.149993896484,287.5,295.899993896484,16380560,263.569030761719
2022-06-22,303.950012207031,305.700012207031,282.799987792969,296.950012207031,20297800,264.504333496094
2022-06-23,289,298.200012207031,281.100006103516,284.25,20156580,253.191955566406
2022-06-24,275.350006103516,275.950012207031,255,255.050003051758,17340180,227.18244934082
2022-06-27,250.899993896484,263.200012207031,249.550003051758,260,16862160,231.591583251953
2022-06-28,258.899993896484,284.549987792969,251.699996948242,283.850006103516,23470680,252.835647583008
2022-06-29,284.600006103516,292.149993896484,278.549987792969,283.25,22375040,252.301223754883
2022-06-30,292.399993896484,307.350006103516,283.100006103516,294.200012207031,28186380,262.054809570312
2022-07-01,298.100006103516,304.200012207031,286.850006103516,288.100006103516,21037220,256.621276855469
2022-07-05,299.899993896484,304.700012207031,273.100006103516,273.299987792969,22458380,243.438400268555
2022-07-06,272.299987792969,277.25,262,268.25,18371680,238.940185546875
2022-07-07,265.700012207031,265.700012207031,249.050003051758,251.399993896484,15807280,223.931243896484
2022-07-08,258.549987792969,260.950012207031,246.550003051758,250.199996948242,20357280,222.862350463867
2022-07-11,256.549987792969,268.450012207031,255.800003051758,266.200012207031,17792080,237.114181518555
2022-07-12,262.799987792969,278.399993896484,257.25,273.899993896484,20643320,243.972839355469
2022-07-13,290.25,291.799987792969,268.649993896484,275.600006103516,27419000,245.487106323242
2022-07-14,283.5,292.549987792969,270.200012207031,272.649993896484,22933700,242.859405517578
2022-07-15,263.799987792969,268.799987792969,257.649993896484,258.200012207031,19882640,229.98828125
2022-07-18,250.399993896484,267.549987792969,246.600006103516,264.450012207031,22042300,235.555389404297
2022-07-19,254.300003051758,258.850006103516,239.300003051758,240.75,20246140,214.444900512695
2022-07-20,239.100006103516,241,225.75,228.800003051758,23832120,203.80061340332
2022-07-21,227.75,233.850006103516,218.899993896484,219,23896080,195.071380615234
2022-07-22,221,234.5,216.449996948242,230.399993896484,24281500,205.225799560547
2022-07-25,230.5,239.199996948242,229.350006103516,234.149993896484,18908420,208.566070556641
2022-07-26,238.600006103516,250.25,238.050003051758,248.100006103516,18318200,220.991851806641
2022-07-27,236.449996948242,238,212.350006103516,217.350006103516,25817980,193.601684570312
2022-07-28,217.399993896484,225.5,209.350006103516,210.649993896484,22513020,187.633728027344
2022-07-29,207.350006103516,210.350006103516,197.25,199.149993896484,23663860,177.390243530273
2022-08-01,202.600006103516,204.699996948242,192.800003051758,199.449996948242,25078360,177.657485961914
2022-08-02,204.050003051758,206.050003051758,193.300003051758,201.399993896484,28799640,179.394409179688
2022-08-03,198,198.199996948242,183.300003051758,185.300003051758,24865760,165.05354309082
2022-08-04,184.949996948242,188.699996948242,181.899993896484,182.5,23773880,162.559494018555
2022-08-05,191.350006103516,192.649993896484,183.449996948242,186.899993896484,27334680,166.478729248047
2022-08-08,185.25,191.399993896484,178.800003051758,188.75,24184020,168.126586914062
2022-08-09,192.300003051758,198.199996948242,191.75,195.100006103516,22179780,173.782791137695
2022-08-10,181.449996948242,186.100006103516,178.399993896484,179.149993896484,21792140,159.57551574707
2022-08-11,175.100006103516,183.300003051758,171.699996948242,181.699996948242,24696020,161.846923828125
2022-08-12,178.550003051758,180.75,171.149993896484,171.449996948242,18104040,152.716842651367
2022-08-15,173,173.100006103516,166.5,167.25,17785320,148.975769042969
2022-08-16,168.850006103516,173.25,165.25,168.449996948242,21785940,150.044647216797
2022-08-17,173.399993896484,177.550003051758,169.800003051758,174.399993896484,25454660,155.344512939453
2022-08-18,174.550003051758,177.149993896484,171.199996948242,173.199996948242,18046840,154.275634765625
2022-08-19,178.149993896484,184.600006103516,177.100006103516,183.300003051758,21468100,163.272079467773
2022-08-22,190.949996948242,199.300003051758,190.449996948242,197.699996948242,21098140,176.098663330078
2022-08-23,198.449996948242,199.899993896484,192.899993896484,198.399993896484,20778700,176.722183227539
2022-08-24,199.350006103516,200.5,193.149993896484,196.699996948242,16080600,175.207946777344
2022-08-25,193.399993896484,195.449996948242,186.399993896484,186.5,17322060,166.122451782227
2022-08-26,186.949996948242,209.550003051758,184.800003051758,209.300003051758,33275700,186.431243896484
2022-08-29,215.399993896484,217.949996948242,210,215.600006103516,26614200,192.042892456055
2022-08-30,212.100006103516,228.449996948242,210.800003051758,222.649993896484,31192040,198.322555541992
2022-08-31,216.199996948242,227.100006103516,214.25,226.949996948242,27131540,202.152740478516
2022-09-01,232.899993896484,241.399993896484,225.800003051758,226.600006103516,33394000,201.840972900391
2022-09-02,220.050003051758,240.199996948242,216.899993896484,236.149993896484,35535480,210.347534179688
2022-09-06,235.399993896484,246.899993896484,233.050003051758,241.449996948242,29433620,215.068420410156
2022-09-07,240.550003051758,241.050003051758,224.449996948242,227.100006103516,24423020,202.286376953125
2022-09-08,231.899993896484,235,220.5,223.449996948242,30361480,199.03515625
2022-09-09,218.550003051758,218.550003051758,207.850006103516,209.199996948242,27190900,186.342163085938
2022-09-12,206.050003051758,206.75,200.850006103516,201.550003051758,23917280,179.528030395508
2022-09-13,219.050003051758,236.550003051758,216.600006103516,234.800003051758,36144780,209.14501953125
2022-09-14,231.949996948242,236.25,226.949996948242,229.199996948242,29117300,204.156890869141
2022-09-15,233.899993896484,244.5,228.100006103516,240.699996948242,33251700,214.400375366211
2022-09-16,249.350006103516,254.449996948242,244.199996948242,245.600006103516,35396840,218.764999389648
2022-09-19,252.050003051758,252.300003051758,239.149993896484,239.600006103516,24249120,213.42057800293
2022-09-20,245.850006103516,251.149993896484,239.600006103516,245.399993896484,23830700,218.586837768555
2022-09-21,243.149993896484,258.950012207031,232.050003051758,258.899993896484,36141200,230.611755371094
2022-09-22,263.149993896484,271.75,260.200012207031,268.399993896484,30381580,239.073745727539
2022-09-23,275.649993896484,291.549987792969,274.799987792969,281.299987792969,34756140,250.56428527832
2022-09-26,283.149993896484,287.5,269.299987792969,284.850006103516,32631080,253.726409912109
2022-09-27,274.200012207031,292.200012207031,266.799987792969,284.649993896484,30065840,253.548263549805
2022-09-28,284.850006103516,289.700012207031,263.850006103516,268.399993896484,27074600,239.073745727539
2022-09-29,279.799987792969,300.100006103516,278.700012207031,290.75,32208100,258.981719970703
2022-09-30,294.149993896484,306.75,280.799987792969,306.600006103516,31823140,273.099975585938
2022-10-03,300,305.450012207031,279.200012207031,284.850006103516,25261220,253.726409912109
2022-10-04,267.649993896484,267.75,255.800003051758,258.299987792969,27592140,230.077331542969
2022-10-05,268.600006103516,276.149993896484,253.399993896484,258.049987792969,27684840,229.854644775391
2022-10-06,261.399993896484,265.75,252.699996948242,264.850006103516,26841420,235.911666870117
2022-10-07,278.5,299.100006103516,278.049987792969,295.350006103516,31071080,263.079162597656
2022-10-10,294.5,313.149993896484,293.299987792969,304.649993896484,28351160,271.363006591797
2022-10-11,310,322.5,299.950012207031,316,31469420,281.472869873047
2022-10-12,314.450012207031,319.700012207031,307.350006103516,316.75,25721620,282.140899658203
2022-10-13,344.399993896484,347.75,289.950012207031,295.549987792969,45133560,263.257293701172
2022-10-14,287.350006103516,323.700012207031,285.25,321.899993896484,33953300,286.728210449219
2022-10-17,298.950012207031,299.200012207031,286.5,290,28078300,258.313720703125
2022-10-18,266.549987792969,291.649993896484,264.350006103516,282.950012207031,33036440,252.034042358398
2022-10-19,287.75,293.549987792969,276.049987792969,285.799987792969,28925080,254.572601318359
2022-10-20,289.200012207031,294.350006103516,272.5,290.950012207031,29232380,259.159912109375
2022-10-21,294.299987792969,298.149993896484,268.600006103516,270.399993896484,33272060,240.855255126953
2022-10-24,269.549987792969,280.399993896484,258.5,261.200012207031,29219500,232.660507202148
2022-10-25,258.700012207031,258.700012207031,244.199996948242,245.550003051758,24176700,218.720443725586
2022-10-26,260.25,262.799987792969,245.899993896484,261.600006103516,32331560,233.016799926758
2022-10-27,265,277.5,260.75,276,27392320,245.843414306641
2022-10-28,278.149993896484,278.450012207031,249.25,250.899993896484,29472820,223.485870361328
2022-10-31,256.899993896484,264.700012207031,254.699996948242,259.5,23093620,231.146240234375
2022-11-01,249.699996948242,268.549987792969,248,267.450012207031,23763300,238.227584838867
2022-11-02,267.700012207031,295.299987792969,258.5,295.200012207031,38528180,262.945495605469
2022-11-03,304.25,314.049987792969,299.299987792969,312.25,27888040,278.132598876953
2022-11-04,294.299987792969,317.850006103516,287.549987792969,297.75,34629060,265.216888427734
2022-11-07,294.200012207031,301.649993896484,286.100006103516,288.299987792969,19580140,256.799468994141
2022-11-08,283.100006103516,294.899993896484,271.049987792969,282,24914460,251.187759399414
2022-11-09,287.950012207031,302.700012207031,285.350006103516,301.850006103516,24610160,268.868927001953
2022-11-10,258.149993896484,265.549987792969,234,235.399993896484,36263480,209.679458618164
2022-11-11,235.300003051758,238.699996948242,220.100006103516,221.850006103516,27982060,197.609985351562
2022-11-14,226.699996948242,230,218.899993896484,227.600006103516,25369960,202.731735229492
2022-11-15,211.399993896484,226.449996948242,208.949996948242,218.350006103516,37301200,194.492416381836
2022-11-16,222.850006103516,229.25,222.100006103516,227.25,25989740,202.419937133789
2022-11-17,238.350006103516,238.75,225.449996948242,228.949996948242,26570360,203.934204101562
2022-11-18,221.75,235.149993896484,221.5,229.149993896484,22245640,204.112335205078
2022-11-21,232.75,238.350006103516,229.75,236.199996948242,19612260,210.392059326172
2022-11-22,234.550003051758,240,225.800003051758,226.600006103516,16006740,201.840972900391
2022-11-23,226.350006103516,226.850006103516,218.100006103516,219.699996948242,19983460,195.694900512695
2022-11-25,223.449996948242,225.25,221.850006103516,224.149993896484,7459040,199.658676147461
2022-11-28,229.050003051758,236.300003051758,224.100006103516,234.149993896484,16971760,208.566070556641
2022-11-29,233.600006103516,243.050003051758,232.600006103516,239.600006103516,18770800,213.42057800293
2022-11-30,238.949996948242,241.149993896484,206.600006103516,206.899993896484,30159980,184.293441772461
2022-12-01,206.300003051758,212.199996948242,202.350006103516,206.25,18663320,183.714477539062
2022-12-02,217.149993896484,217.649993896484,206.850006103516,208.949996948242,24179920,186.119476318359
2022-12-05,213.449996948242,222.600006103516,210.699996948242,219.25,19189280,195.294067382812
2022-12-06,219.899993896484,236.449996948242,219.5,232.899993896484,21616640,207.452621459961
2022-12-07,236.350006103516,240.449996948242,231,236.199996948242,26445840,210.392059326172
2022-12-08,232.850006103516,238.25,225.5,228,22293880,203.088027954102
2022-12-09,230.600006103516,233.649993896484,223.800003051758,232.449996948242,24725960,207.051788330078
2022-12-12,232.050003051758,234.75,223.649993896484,223.850006103516,17802480,199.391448974609
2022-12-13,197.800003051758,223.199996948242,197.399993896484,216.699996948242,35911060,193.022689819336
2022-12-14,218,229.050003051758,210.5,222.149993896484,31425660,197.877197265625
2022-12-15,231.600006103516,247,229.899993896484,243.899993896484,26629380,217.250747680664
2022-12-16,246.050003051758,255.600006103516,241.899993896484,251.199996948242,23636480,223.753112792969
2022-12-19,250.800003051758,265.450012207031,250.449996948242,261.549987792969,20205140,232.972229003906
2022-12-20,265.600006103516,270.25,257.5,262.649993896484,19537080,233.952041625977
2022-12-21,259.649993896484,262.25,247.5,251.5,18764360,224.02033996582
2022-12-22,259.600006103516,281.299987792969,259.149993896484,268.75,22996620,240.106353759766
2022-12-23,273.700012207031,279.399993896484,265.700012207031,267.5,21839940,238.989562988281
2022-12-27,269.75,280.850006103516,269.299987792969,279.049987792969,18302880,249.308547973633
2022-12-28,280.75,291.450012207031,273.25,290.350006103516,21022760,259.404205322266
2022-12-29,281.200012207031,283.700012207031,266.350006103516,269.299987792969,16559320,240.597747802734
2022-12-30,278.299987792969,282.299987792969,269.799987792969,270.049987792969,17176400,241.267791748047
2023-01-03,262.950012207031,282.850006103516,258.399993896484,275.75,17137340,246.360260009766
2023-01-04,269.200012207031,281.950012207031,266.549987792969,272.049987792969,23562160,243.054611206055
2023-01-05,277.450012207031,285.950012207031,276.899993896484,284.649993896484,20265960,254.311706542969
2023-01-06,279.600006103516,289.200012207031,257.649993896484,262,25597620,234.075775146484
2023-01-09,255.699996948242,258.350006103516,242.649993896484,256.399993896484,20728380,229.072631835938
2023-01-10,259.649993896484,261.100006103516,249.850006103516,250.149993896484,19410360,223.488723754883
2023-01-11,247.199996948242,249.399993896484,237,237.300003051758,17342520,212.008316040039
2023-01-12,236.350006103516,247.449996948242,231.149993896484,233.699996948242,32179620,208.7919921875
