"Date","TSLG.Open","TSLG.High","TSLG.Low","TSLG.Close","TSLG.Volume","TSLG.Adjusted"
2024-12-13,15.8599996566772,16.2399997711182,15.539999961853,16.2399997711182,6400,16.2399997711182
2024-12-16,16.6399993896484,18.2220001220703,16.3390007019043,18.2220001220703,162100,18.2220001220703
2024-12-17,19.2999992370605,19.8799991607666,17.8780002593994,19.6040000915527,289100,19.6040000915527
2024-12-18,18.8099994659424,20.2789993286133,15.6099996566772,16.8199996948242,329500,16.8199996948242
2024-12-19,17.1800003051758,17.5,14.8800001144409,16.0400009155273,277600,16.0400009155273
2024-12-20,15.3500003814697,16.7749996185303,14.7049999237061,14.8900003433228,594500,14.8900003433228
2024-12-23,15.6099996566772,15.7799997329712,14.5100002288818,15.6199998855591,101700,15.6199998855591
2024-12-24,15.9700002670288,17.8899993896484,15.9300003051758,17.8899993896484,147600,17.8899993896484
2024-12-26,18.0400009155273,18.0400009155273,16.9799995422363,17.2199993133545,137700,17.2199993133545
2024-12-27,16.7999992370605,16.8199996948242,15.1400003433228,15.5,370000,15.5
2024-12-30,14.6000003814697,15.1700000762939,14.3599996566772,14.5100002288818,144900,14.5100002288818
2024-12-31,14.9099998474121,15.1800003051758,13.4300003051758,13.5100002288818,318500,13.5100002288818
2025-01-02,12.6199998855591,12.6400003433228,11.4569997787476,11.8900003433228,480200,11.8900003433228
2025-01-03,11.9700002670288,13.8680000305176,11.9499998092651,13.8100004196167,221200,13.8100004196167
2025-01-06,14.58899974823,14.8100004196167,13.2399997711182,13.8199996948242,173900,13.8199996948242
2025-01-07,13.4499998092651,14,12.4300003051758,12.7200002670288,215600,12.7200002670288
2025-01-08,12.5799999237061,13.1789999008179,12.2779998779297,12.7200002670288,210600,12.7200002670288
2025-01-10,12.3900003433228,12.9499998092651,12.0600004196167,12.710000038147,97700,12.710000038147
2025-01-13,11.9499998092651,13.2399997711182,11.8599996566772,13.2399997711182,76900,13.2399997711182
2025-01-14,14.0200004577637,14.5,12.6940002441406,12.8000001907349,164500,12.8000001907349
2025-01-15,13.6149997711182,14.8920001983643,13.4359998703003,14.8199996948242,193100,14.8199996948242
2025-01-16,14.5200004577637,14.5200004577637,13.5500001907349,13.8199996948242,168500,13.8199996948242
2025-01-17,14.3400001525879,15.5290002822876,14.2299995422363,14.6499996185303,216700,14.6499996185303
2025-01-21,15.0799999237061,15.0799999237061,13.2799997329712,14.4700002670288,253100,14.4700002670288
2025-01-22,13.9899997711182,14.6750001907349,13.8699998855591,13.8800001144409,130200,13.8800001144409
2025-01-23,13.9300003051758,14.1599998474121,13.4700002670288,13.6700000762939,119400,13.6700000762939
2025-01-24,13.7919998168945,13.9910001754761,13.25,13.289999961853,111100,13.289999961853
2025-01-27,12.5699996948242,13.2320003509521,12.1700000762939,12.6700000762939,166100,12.6700000762939
2025-01-28,12.6199998855591,12.8699998855591,12,12.7200002670288,224400,12.7200002670288
2025-01-29,12.539999961853,12.6300001144409,11.8610000610352,12.0799999237061,205100,12.0799999237061
2025-01-30,13.4899997711182,13.5,11.8400001525879,12.8400001525879,503200,12.8400001525879
2025-01-31,12.9200000762939,14.0699996948242,12.9099998474121,13.1099996566772,210300,13.1099996566772
2025-02-03,11.8999996185303,12.0200004577637,11.1599998474121,11.7600002288818,395400,11.7600002288818
2025-02-04,11.6599998474121,12.3400001525879,11.6499996185303,12.2700004577637,122400,12.2700004577637
2025-02-05,11.9399995803833,11.9899997711182,11.2200002670288,11.3800001144409,190600,11.3800001144409
2025-02-06,11.0600004196167,11.1599998474121,10.4799995422363,11.1400003433228,411400,11.1400003433228
2025-02-07,10.8800001144409,11.4700002670288,10.3000001907349,10.3699998855591,225000,10.3699998855591
2025-02-10,10.0699996948242,10.3999996185303,9.73999977111816,9.73999977111816,161000,9.73999977111816
2025-02-11,9.47000026702881,9.60999965667725,8.35000038146973,8.52000045776367,290100,8.52000045776367
2025-02-12,8.55000019073486,9.42000007629395,8.55000019073486,8.9399995803833,475100,8.9399995803833
2025-02-13,9.39999961853027,10.0799999237061,9.37399959564209,9.94999980926514,305300,9.94999980926514
2025-02-14,10.1899995803833,10.25,9.46000003814697,9.92000007629395,363000,9.92000007629395
2025-02-18,9.89999961853027,10.0500001907349,9.60000038146973,9.8100004196167,286900,9.8100004196167
2025-02-19,9.78999996185303,10.5299997329712,9.78999996185303,10.1700000762939,306500,10.1700000762939
2025-02-20,10.2200002670288,10.2200002670288,9.48099994659424,9.82999992370605,275100,9.82999992370605
2025-02-21,9.75,9.8100004196167,8.72000026702881,8.88000011444092,214700,8.88000011444092
2025-02-24,8.89000034332275,9.09099960327148,8.20499992370605,8.5,461900,8.5
2025-02-25,8.32999992370605,8.34000015258789,6.82000017166138,7.07000017166138,745100,7.07000017166138
2025-02-26,7.1100001335144,7.32999992370605,6.38700008392334,6.51999998092651,421800,6.51999998092651
2025-02-27,6.5,6.75,6.07499980926514,6.11999988555908,598000,6.11999988555908
2025-02-28,5.98999977111816,6.59999990463257,5.75,6.59999990463257,609000,6.59999990463257
2025-03-03,6.92000007629395,7.05999994277954,5.8899998664856,6.19999980926514,893500,6.19999980926514
2025-03-04,5.59999990463257,6.15999984741211,5.21000003814697,5.65999984741211,793400,5.65999984741211
2025-03-05,5.69999980926514,5.94999980926514,5.48000001907349,5.94999980926514,622700,5.94999980926514
2025-03-06,5.6100001335144,5.64499998092651,5.13000011444092,5.28000020980835,848300,5.28000020980835
2025-03-07,5.09999990463257,5.3600001335144,4.7649998664856,5.23999977111816,823700,5.23999977111816
2025-03-10,4.82999992370605,4.84000015258789,3.54999995231628,3.60999989509583,1751600,3.60999989509583
2025-03-11,3.72000002861023,4.09000015258789,3.5,3.90000009536743,2038500,3.90000009536743
2025-03-12,4.44999980926514,4.59999990463257,4.25,4.48999977111816,1521100,4.48999977111816
2025-03-13,4.46999979019165,4.46999979019165,3.95000004768372,4.19999980926514,1452800,4.19999980926514
2025-03-14,4.44000005722046,4.58500003814697,4.21099996566772,4.53000020980835,641400,4.53000020980835
2025-03-17,4.3600001335144,4.3600001335144,3.91100001335144,4.09999990463257,1029400,4.09999990463257
2025-03-18,3.75999999046326,3.80999994277954,3.55999994277954,3.67000007629395,908900,3.67000007629395
2025-03-19,3.86999988555908,4.17999982833862,3.78999996185303,4,720500,4
2025-03-20,3.92000007629395,4.05999994277954,3.80999994277954,4.01000022888184,986000,4.01000022888184
2025-03-21,3.95000004768372,4.44999980926514,3.95000004768372,4.44000005722046,719700,4.44000005722046
2025-03-24,4.76000022888184,5.49499988555908,4.71000003814697,5.48000001907349,1534200,5.48000001907349
2025-03-25,5.69000005722046,5.86999988555908,5.19999980926514,5.86999988555908,1453200,5.86999988555908
2025-03-26,5.65000009536743,5.71999979019165,4.98999977111816,5.21000003814697,1184700,5.21000003814697
2025-03-27,5.21000003814697,5.96700000762939,5.19999980926514,5.25,3833900,5.25
2025-03-28,5.32999992370605,5.34999990463257,4.76000022888184,4.88000011444092,1287300,4.88000011444092
2025-03-31,4.34000015258789,4.75,4.1399998664856,4.71000003814697,3195100,4.71000003814697
2025-04-01,4.8600001335144,5.36499977111816,4.71999979019165,5.05000019073486,2922700,5.05000019073486
2025-04-02,4.53000020980835,5.67000007629395,4.40999984741211,5.57000017166138,3169500,5.57000017166138
2025-04-03,4.88000011444092,5.31500005722046,4.73999977111816,4.96000003814697,1575500,4.96000003814697
2025-04-04,4.53999996185303,4.71000003814697,3.80999994277954,3.9300000667572,2307300,3.9300000667572
2025-04-07,3.40000009536743,4.32999992370605,3.10999989509583,3.72000002861023,4588400,3.72000002861023
2025-04-08,4.1100001335144,4.2649998664856,3.24000000953674,3.35999989509583,3134700,3.35999989509583
2025-04-09,3.45000004768372,4.94999980926514,3.4300000667572,4.8899998664856,3354900,4.8899998664856
2025-04-10,4.44000005722046,4.51999998092651,3.72000002861023,4.17000007629395,1689100,4.17000007629395
2025-04-11,4.15999984741211,4.33500003814697,3.8050000667572,4.15000009536743,2153300,4.15000009536743
2025-04-14,4.3600001335144,4.46000003814697,3.96000003814697,4.15000009536743,2479600,4.15000009536743
2025-04-15,4.07999992370605,4.36999988555908,4.01000022888184,4.21999979019165,1771800,4.21999979019165
2025-04-16,4.01000022888184,4.14099979400635,3.5550000667572,3.80999994277954,1336800,3.80999994277954
2025-04-17,3.85999989509583,3.875,3.67499995231628,3.78999996185303,991700,3.78999996185303
2025-04-21,3.45000004768372,3.5,3.20499992370605,3.35999989509583,2224600,3.35999989509583
2025-04-22,3.45000004768372,3.8050000667572,3.4300000667572,3.67000007629395,3006400,3.67000007629395
2025-04-23,4.17999982833862,4.31500005722046,3.85999989509583,4.05999994277954,7596100,4.05999994277954
2025-04-24,4.03999996185303,4.34000015258789,4.00500011444092,4.34000015258789,3773600,4.34000015258789
2025-04-25,4.40999984741211,5.25,4.34000015258789,5.17000007629395,6435100,5.17000007629395
2025-04-28,5.32000017166138,5.53999996185303,4.73000001907349,5.21999979019165,5195200,5.21999979019165
2025-04-29,5.19999980926514,5.46999979019165,4.98000001907349,5.42999982833862,4917800,5.42999982833862
2025-04-30,4.98000001907349,5.14499998092651,4.65000009536743,5.07999992370605,3914400,5.07999992370605
2025-05-01,4.98000001907349,5.36899995803833,4.98000001907349,5.01000022888184,2655400,5.01000022888184
2025-05-02,5.15999984741211,5.5,4.98000001907349,5.23999977111816,7920500,5.23999977111816
2025-05-05,5.1399998664856,5.1399998664856,4.76999998092651,4.98000001907349,3055500,4.98000001907349
2025-05-06,4.71000003814697,4.88500022888184,4.67000007629395,4.80999994277954,4113400,4.80999994277954
