"Date","TSLG.Open","TSLG.High","TSLG.Low","TSLG.Close","TSLG.Volume","TSLG.Adjusted"
2025-05-07,4.84000015258789,4.8899998664856,4.65000009536743,4.84000015258789,3605900,4.84000015258789
2025-05-08,4.96000003814697,5.30000019073486,4.94500017166138,5.13000011444092,5224000,5.13000011444092
2025-05-09,5.32999992370605,5.92000007629395,5.32000017166138,5.61999988555908,7023400,5.61999988555908
2025-05-12,6.5,6.5,6.10500001907349,6.36999988555908,5718900,6.36999988555908
2025-05-13,6.42000007629395,7.13000011444092,6.30999994277954,6.98000001907349,8283700,6.98000001907349
2025-05-14,7.34000015258789,7.65000009536743,7.11999988555908,7.55000019073486,6246300,7.55000019073486
2025-05-15,7.23999977111816,7.4850001335144,6.98999977111816,7.34000015258789,5773900,7.34000015258789
2025-05-16,7.48000001907349,7.71000003814697,7.33099985122681,7.6399998664856,5288000,7.6399998664856
2025-05-19,7.05000019073486,7.32999992370605,6.92000007629395,7.28999996185303,4419200,7.28999996185303
2025-05-20,7.55999994277954,7.84000015258789,7.28000020980835,7.36999988555908,11136100,7.36999988555908
2025-05-21,7.40000009536743,7.51000022888184,6.86499977111816,6.96999979019165,5547400,6.96999979019165
2025-05-22,6.8600001335144,7.49499988555908,6.84000015258789,7.23000001907349,7724800,7.23000001907349
2025-05-23,7.07999992370605,7.32000017166138,6.90999984741211,7.15999984741211,10068000,7.15999984741211
2025-05-27,7.5,8.18000030517578,7.49499988555908,8.14000034332275,5517600,8.14000034332275
2025-05-28,8.23999977111816,8.23999977111816,7.82999992370605,7.8600001335144,4584300,7.8600001335144
2025-05-29,8.23999977111816,8.35000038146973,7.83500003814697,7.94000005722046,4590600,7.94000005722046
2025-05-30,7.80999994277954,8.15499973297119,7.34999990463257,7.38000011444092,5789200,7.38000011444092
2025-06-02,7.28999996185303,7.46500015258789,6.84000015258789,7.23000001907349,5744400,7.23000001907349
2025-06-03,7.40999984741211,7.77500009536743,7.25500011444092,7.30999994277954,5054100,7.30999994277954
2025-06-04,7.32999992370605,7.34999990463257,6.59000015258789,6.78000020980835,6509800,6.78000020980835
2025-06-05,6.39499998092651,6.46999979019165,4.3899998664856,4.84999990463257,11396800,4.84999990463257
2025-06-06,5.30999994277954,5.53999996185303,5.06899976730347,5.19999980926514,8902200,5.19999980926514
2025-06-09,4.88000011444092,5.70499992370605,4.73000001907349,5.67999982833862,11115200,5.67999982833862
2025-06-10,5.8899998664856,6.36999988555908,5.75,6.30999994277954,8169200,6.30999994277954
2025-06-11,6.63000011444092,6.65999984741211,6.17999982833862,6.32999992370605,6097900,6.32999992370605
2025-06-12,6.17000007629395,6.54500007629395,5.95100021362305,6.03999996185303,6665700,6.03999996185303
2025-06-13,5.80999994277954,6.55000019073486,5.80999994277954,6.26999998092651,8374400,6.26999998092651
2025-06-16,6.46999979019165,6.51000022888184,6.30999994277954,6.40999984741211,6305100,6.40999984741211
2025-06-17,6.28999996185303,6.32999992370605,5.84999990463257,5.90999984741211,10926900,5.90999984741211
2025-06-18,5.94000005722046,6.38000011444092,5.86999988555908,6.11999988555908,7369300,6.11999988555908
2025-06-20,6.32999992370605,6.49499988555908,5.94999980926514,6.11999988555908,9796200,6.11999988555908
2025-06-23,6.32000017166138,7.46000003814697,6.31899976730347,7.11999988555908,10991900,7.11999988555908
2025-06-24,7.44000005722046,7.44000005722046,6.78000020980835,6.78000020980835,16065900,6.78000020980835
2025-06-25,6.86999988555908,6.86999988555908,6,6.26999998092651,10573500,6.26999998092651
2025-06-26,6.15500020980835,6.38000011444092,6.11999988555908,6.19000005722046,7216400,6.19000005722046
2025-06-27,6.15000009536743,6.31500005722046,5.875,6.09999990463257,10580000,6.09999990463257
2025-06-30,5.96000003814697,6.17500019073486,5.84499979019165,5.88000011444092,5467900,5.88000011444092
2025-07-01,5.17000007629395,5.44000005722046,4.98099994659424,5.23999977111816,9036400,5.23999977111816
2025-07-02,5.67000007629395,5.80499982833862,5.36999988555908,5.76000022888184,9580900,5.76000022888184
2025-07-03,5.84000015258789,5.86700010299683,5.65299987792969,5.73999977111816,3420800,5.73999977111816
2025-07-07,4.88000011444092,5.05000019073486,4.78200006484985,4.96999979019165,10348000,4.96999979019165
2025-07-08,5.07999992370605,5.30600023269653,4.99499988555908,5.1100001335144,10459700,5.1100001335144
2025-07-09,5.09000015258789,5.17500019073486,4.95499992370605,5.03000020980835,6122100,5.03000020980835
2025-07-10,5.17000007629395,5.53000020980835,5.17000007629395,5.51000022888184,10273600,5.51000022888184
2025-07-11,5.42000007629395,5.65000009536743,5.34499979019165,5.63000011444092,6753200,5.63000011444092
2025-07-14,5.78000020980835,5.94500017166138,5.59000015258789,5.75,5832400,5.75
2025-07-15,5.8600001335144,5.8899998664856,5.51999998092651,5.53000020980835,9446000,5.53000020980835
2025-07-16,5.59000015258789,5.96999979019165,5.59000015258789,5.90999984741211,7298200,5.90999984741211
2025-07-17,5.96000003814697,6,5.73999977111816,5.82999992370605,10868400,5.82999992370605
2025-07-18,5.90000009536743,6.23999977111816,5.90000009536743,6.19000005722046,9101100,6.19000005722046
2025-07-21,6.375,6.49499988555908,6.09000015258789,6.15000009536743,6446700,6.15000009536743
2025-07-22,6.19999980926514,6.40500020980835,5.88100004196167,6.28000020980835,6028300,6.28000020980835
2025-07-23,6.23000001907349,6.42999982833862,6.15000009536743,6.32000017166138,10223100,6.32000017166138
2025-07-24,5.44000005722046,5.44000005722046,5.09999990463257,5.26000022888184,11624700,5.26000022888184
2025-07-25,5.38000011444092,5.88899993896484,5.35400009155273,5.61999988555908,10425500,5.61999988555908
2025-07-28,5.69000005722046,6.13600015640259,5.61999988555908,5.96000003814697,7032300,5.96000003814697
2025-07-29,5.96999979019165,5.97499990463257,5.69999980926514,5.80000019073486,6042800,5.80000019073486
2025-07-30,5.82999992370605,5.90999984741211,5.45499992370605,5.71999979019165,6411800,5.71999979019165
2025-07-31,5.73999977111816,5.78999996185303,5.25500011444092,5.32000017166138,7580700,5.32000017166138
2025-08-01,5.25,5.3600001335144,4.96999979019165,5.13000011444092,7954500,5.13000011444092
2025-08-04,5.34000015258789,5.44899988174438,5.15000009536743,5.34999990463257,11109800,5.34999990463257
2025-08-05,5.34000015258789,5.45499992370605,5.21999979019165,5.32999992370605,8891500,5.32999992370605
2025-08-06,5.30999994277954,5.73999977111816,5.27500009536743,5.71999979019165,12496200,5.71999979019165
2025-08-07,5.71000003814697,5.80800008773804,5.57999992370605,5.78999996185303,9250400,5.78999996185303
2025-08-08,5.76000022888184,6.25500011444092,5.75,6.05000019073486,13212800,6.05000019073486
2025-08-11,6.23999977111816,6.67999982833862,6.22499990463257,6.40000009536743,14670300,6.40000009536743
2025-08-12,6.63000011444092,6.63000011444092,6.17500019073486,6.46999979019165,8899800,6.46999979019165
2025-08-13,6.5,6.77500009536743,6.36999988555908,6.40999984741211,12347900,6.40999984741211
2025-08-14,6.26999998092651,6.44999980926514,6.07000017166138,6.26999998092651,10701300,6.26999998092651
2025-08-15,6.33500003814697,6.3899998664856,5.94500017166138,6.07999992370605,12153600,6.07999992370605
2025-08-18,6.03000020980835,6.28000020980835,6.03000020980835,6.23999977111816,13378100,6.23999977111816
2025-08-19,6.25,6.43499994277954,5.96500015258789,6.01999998092651,11431900,6.01999998092651
2025-08-20,6.01999998092651,6.09000015258789,5.4850001335144,5.82999992370605,15320000,5.82999992370605
2025-08-21,5.76000022888184,5.84000015258789,5.63399982452393,5.69000005722046,12271600,5.69000005722046
2025-08-22,5.73999977111816,6.3899998664856,5.67000007629395,6.38000011444092,13020600,6.38000011444092
2025-08-25,6.34000015258789,6.73999977111816,6.19999980926514,6.61999988555908,13091600,6.61999988555908
2025-08-26,6.55999994277954,6.82999992370605,6.51999998092651,6.82999992370605,11350400,6.82999992370605
2025-08-27,6.82999992370605,6.95499992370605,6.72200012207031,6.73000001907349,11223100,6.73000001907349
2025-08-28,6.78000020980835,6.88000011444092,6.36999988555908,6.59000015258789,10794500,6.59000015258789
2025-08-29,6.63000011444092,6.69999980926514,6.04500007629395,6.11999988555908,13567200,6.11999988555908
2025-09-02,5.92000007629395,6.09999990463257,5.83799982070923,5.96000003814697,11839700,5.96000003814697
2025-09-03,6.15999984741211,6.46000003814697,5.92999982833862,6.13000011444092,17692400,6.13000011444092
2025-09-04,6.19999980926514,6.29699993133545,6.03000020980835,6.28999996185303,12501000,6.28999996185303
2025-09-05,6.63500022888184,6.92000007629395,6.5149998664856,6.73999977111816,14630900,6.73999977111816
2025-09-08,6.8899998664856,7.02500009536743,6.51000022888184,6.57000017166138,14383700,6.57000017166138
2025-09-09,6.65000009536743,6.71999979019165,6.46999979019165,6.57999992370605,12348600,6.57999992370605
2025-09-10,6.71999979019165,6.94000005722046,6.55999994277954,6.61999988555908,16176200,6.61999988555908
2025-09-11,6.71000003814697,7.42000007629395,6.6100001335144,7.42000007629395,19695800,7.42000007629395
2025-09-12,7.48000001907349,8.52000045776367,7.46500015258789,8.5,25693500,8.5
2025-09-15,9.64500045776367,9.77000045776367,8.77099990844727,9.10000038146973,26664500,9.10000038146973
2025-09-16,9.30000019073486,9.68000030517578,9.17000007629395,9.60999965667725,16395400,9.60999965667725
2025-09-17,9.31999969482422,9.89999961853027,9.06099987030029,9.77999973297119,17552000,9.77999973297119
2025-09-18,9.9399995803833,10.0900001525879,9.36999988555908,9.38000011444092,13053200,9.38000011444092
2025-09-19,9.63000011444092,9.9399995803833,9.60000038146973,9.78999996185303,12787900,9.78999996185303
2025-09-22,10.0100002288818,10.6499996185303,9.93900012969971,10.1599998474121,10350600,10.1599998474121
2025-09-23,10.4399995803833,10.4499998092651,9.67000007629395,9.77000045776367,17379900,9.77000045776367
2025-09-24,9.94999980926514,10.6049995422363,9.92000007629395,10.5299997329712,14060500,10.5299997329712
2025-09-25,10.1599998474121,10.1700000762939,9.42000007629395,9.61999988555908,10610200,9.61999988555908
2025-09-26,9.81999969482422,10.3800001144409,9.51000022888184,10.3699998855591,10437800,10.3699998855591
2025-09-29,10.5699996948242,10.8599996566772,10.3400001525879,10.5100002288818,10138900,10.5100002288818
2025-09-30,10.4099998474121,10.5900001525879,10.0299997329712,10.5699996948242,9520400,10.5699996948242
2025-10-01,10.5299997329712,11.4099998474121,10.3900003433228,11.2700004577637,11472800,11.2700004577637
2025-10-02,11.8000001907349,11.8000001907349,10.1049995422363,10.1300001144409,10826000,10.1300001144409
2025-10-03,10.4799995422363,10.6099996566772,9.2189998626709,9.84000015258789,8634400,9.84000015258789
2025-10-06,10.3299999237061,10.9049997329712,10.1400003433228,10.8900003433228,8745000,10.8900003433228
2025-10-07,10.6300001144409,10.8649997711182,9.89000034332275,9.92000007629395,9656900,9.92000007629395
2025-10-08,10.1400003433228,10.289999961853,9.5649995803833,10.1800003051758,8991900,10.1800003051758
2025-10-09,9.85000038146973,10.0600004196167,9.59000015258789,10.0200004577637,5924200,10.0200004577637
2025-10-10,10.0699996948242,10.3599996566772,8.92000007629395,9,8909900,9
2025-10-13,9.44999980926514,10.0100002288818,9.27999973297119,9.97000026702881,5674200,9.97000026702881
2025-10-14,9.53999996185303,9.89000034332275,9.15999984741211,9.67000007629395,7097200,9.67000007629395
2025-10-15,9.92500019073486,10.1599998474121,9.53999996185303,9.93000030517578,7734600,9.93000030517578
2025-10-16,9.92000007629395,10.1149997711182,9.3100004196167,9.63000011444092,7569500,9.63000011444092
2025-10-17,9.52000045776367,10.1899995803833,9.40999984741211,10.1099996566772,9720900,10.1099996566772
2025-10-20,10.3050003051758,10.5699996948242,10.164999961853,10.460000038147,5449500,10.460000038147
2025-10-21,10.3900003433228,10.5500001907349,10.2110004425049,10.2299995422363,7404300,10.2299995422363
2025-10-22,10.2700004577637,10.3599996566772,9.61999988555908,10.0699996948242,5526100,10.0699996948242
2025-10-23,9.19999980926514,10.5299997329712,8.90999984741211,10.5200004577637,6966300,10.5200004577637
2025-10-24,10.4200000762939,10.6199998855591,9.61499977111816,9.78999996185303,7113700,9.78999996185303
2025-10-27,10.0500001907349,10.9750003814697,10.0100002288818,10.6099996566772,8169000,10.6099996566772
2025-10-28,10.7200002670288,11.3100004196167,10.585000038147,10.9899997711182,9002800,10.9899997711182
2025-10-29,11.1000003814697,11.2229995727539,10.6199998855591,11.039999961853,5802500,11.039999961853
2025-10-30,10.5500001907349,10.7200002670288,10,10.0200004577637,5848100,10.0200004577637
