asset,ds,prev_close,y_real,y_pred,yhat_lower,yhat_upper,in_ci,delta_pred_rel,delta_real_rel,direccion_pred,direccion_real,rsi,macd,cci,semaforo,score,position,strat_ret,fee,equity
SOXL,2025-05-19,18.3899993896484,18.0599994659424,18.75709296503165,17.358672112216755,20.367586548684883,True,0.019961587143384318,-0.017944531520308397,sube,baja,65.14146989295449,0.8215202626058692,105.98481714970009,verde,0.8,long,-0.017944531520308393,0.0,982.0554684796916
SOXL,2025-05-20,18.0599994659424,17.9699993133545,18.462173310116047,17.144492277688993,20.190838517803062,True,0.022268762794376964,-0.004983397300626937,sube,baja,64.57247219359525,0.6915570927067336,89.0673521148783,verde,0.8,long,-0.004983397300626913,0.0,977.1614959090041
SOXL,2025-05-21,17.9699993133545,17.0,18.122125365020636,16.677155948817568,20.0633075437563,True,0.00846555689921946,-0.0539788174968732,sube,baja,58.62852690712461,0.506234386552354,55.75549698049383,verde,1.0,long,-0.053978817496873166,0.0,924.4154738563603
SOXL,2025-05-22,17.0,16.5100002288818,16.77154556451394,15.43077356338761,18.523440637549083,True,-0.013438496205062394,-0.02882351594812939,baja,baja,55.83260881786134,0.32540695690492083,37.658438617717,amarillo,0.6,flat,0.0,0.0,924.4154738563603
SOXL,2025-05-23,16.5100002288818,15.7299995422363,16.278068900141445,14.813921811062126,17.909726054553026,True,-0.014047930074199863,-0.047244135422905995,baja,baja,51.61312426249534,0.13762750293756199,13.068096190159999,amarillo,0.6,flat,0.0,0.0,924.4154738563603
SOXL,2025-05-27,15.7299995422363,17.2900009155273,15.763504068341781,14.22842514753067,17.225492720583716,False,0.0021299762924670966,0.09917364390903341,sube,sube,58.386704370164466,0.10435414795265952,50.76954679428633,verde,1.0,long,0.09917364390903338,0.0,1016.0931248845914
SOXL,2025-05-28,17.2900009155273,17.0400009155273,17.016491456019747,15.803353907754095,19.009195485644362,True,-0.0158189384051408,-0.01445922421990662,baja,baja,57.009378490680916,0.05391856341728141,38.828471627811254,amarillo,0.6,flat,0.0,0.0,1016.0931248845914
SOXL,2025-05-29,17.0400009155273,17.2000007629395,16.6040856029099,15.300402808002207,18.347061996439564,True,-0.025581883168807957,0.009389661902330187,baja,sube,57.69716937752465,0.021412283684312583,38.84837862689359,amarillo,0.6,flat,0.0,0.0,1016.0931248845914
SOXL,2025-05-30,17.2000007629395,16.1700000762939,16.56721458565332,15.277852802896172,18.329925126768014,True,-0.03678989239637884,-0.059883758195227656,baja,baja,51.936678485810575,-0.07414407920029664,-1.9242943675242792,rojo,0.2,short,0.06369824871897412,0.0,1080.8164774751297
SOXL,2025-06-02,16.1700000762939,16.8999996185303,14.518652313940265,12.565785850451697,15.745666309368405,False,-0.10212416540273242,0.04514530233717304,baja,sube,55.33993070654856,-0.09172169799934282,20.526757347882253,amarillo,0.4,flat,0.0,0.0,1080.8164774751297
SOXL,2025-06-03,16.8999996185303,18.2999992370605,16.749132620097342,14.868281988809379,17.965643220167163,False,-0.008927041528896588,0.08284021598409674,baja,sube,61.03781554394782,-0.016535410951926677,74.92924424994544,rojo,0.2,short,-0.0765027145845435,0.0,998.1310829805782
SOXL,2025-06-04,18.2999992370605,19.0900001525879,19.205172736242943,18.305143780184395,21.358930466995943,True,0.04946303480435768,0.04316945073568742,sube,sube,63.84125980739086,0.07396110112696386,111.72205845582842,verde,0.8,long,0.043169450735687454,0.0,1041.2198535950665
SOXL,2025-06-05,19.0900001525879,18.8099994659424,20.335694430289397,19.214320518513077,22.289861040036207,False,0.06525375944183141,-0.014667400964244777,sube,baja,62.134786025226916,0.10085621410356849,92.17700645967838,verde,0.8,long,-0.014667400964244792,0.0,1025.9478645104555
SOXL,2025-06-06,18.8099994659424,19.1800003051758,18.036298830846803,16.70897594489755,19.93457287284553,True,-0.041132411327095914,0.01967043326627022,baja,sube,63.52235093600783,0.1277290231688677,106.02686680856483,amarillo,0.4,flat,0.0,0.0,1025.9478645104555
SOXL,2025-06-09,19.1800003051758,20.5799999237061,18.895740611304287,17.45529134480625,20.58782238416191,True,-0.014820630310146722,0.07299267967959867,baja,sube,68.26158368081362,0.21862013106729372,184.88656770010329,amarillo,0.4,flat,0.0,0.0,1025.9478645104555
SOXL,2025-06-10,20.5799999237061,21.8899993896484,20.17914193582832,18.812177298787013,21.973590429584675,True,-0.019478036412236974,0.06365400732743974,baja,sube,71.93577775389454,0.3386301273848973,226.7504484795332,amarillo,0.4,flat,0.0,0.0,1025.9478645104555
SOXL,2025-06-11,21.8899993896484,21.6399993896484,21.368769108187593,19.814821965231193,22.831312647577054,True,-0.02381134289603002,-0.011420740382396856,baja,baja,70.26405737198215,0.3702728284915633,178.35703332411592,amarillo,0.4,flat,0.0,0.0,1025.9478645104555
SOXL,2025-06-12,21.6399993896484,21.6900005340576,21.25482928494108,19.617475601907675,22.747902955759997,True,-0.017798988704757778,0.002310588993506132,baja,sube,70.41215789953074,0.363171303744106,154.82404248610882,amarillo,0.4,flat,0.0,0.0,1025.9478645104555
SOXL,2025-06-13,21.6900005340576,20.0400009155273,21.722533852366855,20.366369894495286,23.38948575958425,False,0.0014999224300696334,-0.07607190308453299,sube,baja,59.82361644011299,0.22284010445136948,69.01114540645669,verde,1.0,long,-0.07607190308453293,0.0,947.9020579916325
SOXL,2025-06-16,20.0400009155273,21.8999996185303,19.989065129269758,18.746954841044094,21.738506442971737,False,-0.0025417057849572073,0.09281430229685476,baja,sube,66.02587960540757,0.22985151480481059,127.6620683452734,amarillo,0.4,flat,0.0,0.0,947.9020579916325
SOXL,2025-06-17,21.8999996185303,21.4200000762939,21.884899569179726,20.492992480369818,23.61938679887443,True,-0.0006894999823559506,-0.021917787698510098,se mantiene,baja,63.30967610277533,0.17898976922221288,96.002214709048,amarillo,0.6,flat,0.0,0.0,947.9020579916325
SOXL,2025-06-18,21.4200000762939,21.6100006103516,21.94258399606531,20.53338270697133,23.646305353492817,True,0.024397008305792122,0.008870239653639462,sube,sube,63.94201263518812,0.13687039317352134,91.38008282036033,verde,0.8,long,0.008870239653639533,0.0,956.3101764141965
SOXL,2025-06-20,21.6100006103516,21.2099990844727,21.782872728853405,20.52937497298063,23.51075132107006,True,0.007999635058732706,-0.018510019184696105,sube,baja,61.53749455103456,0.06447402384744172,69.84456540083916,verde,0.8,long,-0.01851001918469608,0.0,938.6088567022496
SOXL,2025-06-23,21.2099990844727,21.5799999237061,21.238452561675878,19.863828299816163,23.014888472952503,True,0.001341512420149471,0.017444641923830644,sube,sube,62.9262753711925,0.02588856174076537,74.55746318422406,verde,0.8,long,0.01744464192383055,0.0,954.9825521139563
SOXL,2025-06-24,21.5799999237061,23.9500007629395,21.633370278701133,20.307365075884206,23.412348666461906,False,0.0024731397212102504,0.10982395030640851,sube,sube,70.31900835008052,0.13809415730258157,143.8289379600462,verde,0.8,long,0.10982395030640846,0.0,1059.8625084608066
