asset,ds,prev_close,y_real,y_pred,yhat_lower,yhat_upper,in_ci,delta_pred_rel,delta_real_rel,direccion_pred,direccion_real,rsi,macd,cci,semaforo,score,position,strat_ret,fee,equity
QQQ,2025-05-22,513.039978027344,514.0,514.0270617984971,513.0801986485781,514.9519230418742,True,0.001923989968478719,0.0018712420352646581,sube,sube,64.2700388056671,1.7173076291658838,63.09012192814017,verde,0.8,long,0.0018712420352646753,0.0,1001.8712420352647
QQQ,2025-05-23,514.0,509.239990234375,514.0299695492279,513.0936832399885,514.9564811305664,False,5.8306516007532175e-05,-0.009260719388375487,se mantiene,baja,60.12197291139606,0.6176094210144196,39.641391488563634,amarillo,0.6,flat,0.0,0.0,1001.8712420352647
QQQ,2025-05-27,509.239990234375,521.219970703125,509.85022636876414,508.99523195318335,510.68725343841544,False,0.001198327205426821,0.023525215416087566,sube,sube,66.05929830583486,0.55095731301261,79.18621225118135,verde,0.8,long,0.023525215416087653,0.0,1025.4404788233276
QQQ,2025-05-28,521.219970703125,518.909973144531,520.1661810108902,519.0366728512663,520.788221875686,False,-0.0020217753567907458,-0.0044319053152890395,baja,baja,64.07819310481628,0.2220837439203649,64.53144251172388,amarillo,0.4,flat,0.0,0.0,1025.4404788233276
QQQ,2025-05-29,518.909973144531,519.929992675781,519.4539779034367,518.5426060622328,520.2713833442672,True,0.0010483605770940482,0.0019656965254855408,sube,sube,64.58327709836901,-0.04189732360848808,64.64942490649774,amarillo,0.6,flat,0.0,0.0,1025.4404788233276
QQQ,2025-05-30,519.929992675781,519.109985351562,520.0035984076678,519.1699461566225,520.8063440480374,False,0.00014156854369565069,-0.0015771494927593439,se mantiene,baja,63.806556776348856,-0.3686974273685628,57.39532103353332,amarillo,0.4,flat,0.0,0.0,1025.4404788233276
QQQ,2025-06-02,519.109985351562,523.210021972656,519.3699122338455,518.5296333410026,520.2824263224051,False,0.0005007163984862423,0.007898204112404559,se mantiene,sube,66.00785007326884,-0.4029138380937791,74.25763396864257,amarillo,0.4,flat,0.0,0.0,1025.4404788233276
QQQ,2025-06-03,523.210021972656,527.299987792969,522.9060753345832,522.0346333298465,523.7672906725799,False,-0.0005809266361658394,0.00781706322232242,se mantiene,sube,68.09260939794696,-0.2516751503631216,93.7881309050949,amarillo,0.4,flat,0.0,0.0,1025.4404788233276
QQQ,2025-06-04,527.299987792969,528.77001953125,527.124500717519,526.2626590891718,528.0180004111353,False,-0.00033280310925941315,0.002787847093328956,se mantiene,sube,68.83250576569515,-0.1587494355987662,104.78529146335886,amarillo,0.4,flat,0.0,0.0,1025.4404788233276
QQQ,2025-06-05,528.77001953125,524.789978027344,528.903061367207,528.055197092204,529.8073950272577,False,0.0002516062390884567,-0.007526980269105072,se mantiene,baja,64.47332153229326,-0.4546936019762846,76.3422512804641,amarillo,0.4,flat,0.0,0.0,1025.4404788233276
QQQ,2025-06-06,524.789978027344,529.919982910156,525.4247259221672,524.6067378484798,526.3330209061321,False,0.0012095274707974242,0.00977534842051566,sube,sube,67.34403001995422,-0.396441777601078,128.69784032814667,amarillo,0.6,flat,0.0,0.0,1025.4404788233276
QQQ,2025-06-09,529.919982910156,530.700012207031,529.5887477698495,528.6984703995139,530.5316723570769,False,-0.0006250663326328042,0.0014719756227936929,se mantiene,sube,67.77047810678064,-0.39594213358428476,147.85698757449774,amarillo,0.4,flat,0.0,0.0,1025.4404788233276
QQQ,2025-06-10,530.700012207031,534.210021972656,530.8461204309287,529.980783934175,531.7589562430811,False,0.0002753122678292473,0.006613924410945203,se mantiene,sube,69.68866425675205,-0.25654322153862985,174.4809456868634,amarillo,0.4,flat,0.0,0.0,1025.4404788233276
QQQ,2025-06-11,534.210021972656,532.409973144531,534.142183896037,533.2884502745613,535.0282011176874,False,-0.00012698765247526718,-0.003369552711643319,se mantiene,baja,67.47090664527862,-0.3756832808265891,128.22747979426777,amarillo,0.4,flat,0.0,0.0,1025.4404788233276
QQQ,2025-06-12,532.409973144531,533.659973144531,532.8654232006188,531.999104554545,533.6817452486551,True,0.0008554498958721516,0.002347814772546847,se mantiene,sube,68.22707678188016,-0.4551217909061034,123.93095234656049,amarillo,0.4,flat,0.0,0.0,1025.4404788233276
QQQ,2025-06-13,533.659973144531,526.960021972656,533.7772899473186,532.9417429829373,534.6467574420867,False,0.0002198343677460973,-0.012554719313866272,se mantiene,baja,60.155322539087784,-1.0118218377546313,39.999006674512785,amarillo,0.4,flat,0.0,0.0,1025.4404788233276
QQQ,2025-06-16,526.960021972656,534.289978027344,527.7442629215307,526.9724961485715,528.6272755213429,False,0.0014882361396958764,0.013909890217570066,sube,sube,65.02975697846362,-0.9408149839820172,110.23710892610792,amarillo,0.6,flat,0.0,0.0,1025.4404788233276
QQQ,2025-06-17,534.289978027344,529.080017089844,533.6693899452118,532.8367756756327,534.5313425179831,False,-0.0011615192267379266,-0.009751185969715801,baja,baja,59.46163730223699,-1.2782198014645427,48.67637819565329,amarillo,0.4,flat,0.0,0.0,1025.4404788233276
QQQ,2025-06-18,529.080017089844,528.989990234375,529.7450141186569,528.8989415889532,530.6708742168425,True,0.001256893111311654,-0.00017015735344563156,sube,se mantiene,59.367043181137525,-1.5242662706730137,43.44020893393845,verde,0.8,long,-0.00017015735344561023,0.0,1025.265992585335
QQQ,2025-06-20,528.989990234375,526.830017089844,529.1317987315517,528.322525692524,530.0767371515324,False,0.00026807406528410086,-0.004083202299487788,se mantiene,baja,57.02314157334499,-1.8287779598380354,13.981560228285376,amarillo,0.6,flat,0.0,0.0,1025.265992585335
QQQ,2025-06-23,526.830017089844,531.650024414062,527.1044581107625,526.2491770035555,528.0009138477736,False,0.0005209289752214591,0.00914907497268911,se mantiene,sube,60.74745175188464,-1.704357308381816,68.56178755112279,amarillo,0.4,flat,0.0,0.0,1025.265992585335
QQQ,2025-06-24,531.650024414062,539.780029296875,531.5013309483641,530.6181127662353,532.365863832558,False,-0.00027968298480163755,0.01529202390571341,se mantiene,sube,66.08594491725114,-1.1024916252755705,175.1362231564305,amarillo,0.4,flat,0.0,0.0,1025.265992585335
QQQ,2025-06-25,539.780029296875,541.159973144531,539.2798886731455,538.4226560226456,540.1170206353536,False,-0.0009265637789175186,0.0025564929652057648,se mantiene,sube,66.90860643650235,-0.6611837640881468,174.9032164381811,amarillo,0.4,flat,0.0,0.0,1025.265992585335
QQQ,2025-06-26,541.159973144531,546.219970703125,541.1835309337533,540.3311294350608,542.0391883800602,False,4.3532024523952336e-05,0.009350280526461944,se mantiene,sube,69.80130520724745,-0.10728512036984839,210.1036346737331,amarillo,0.4,flat,0.0,0.0,1025.265992585335
QQQ,2025-06-27,546.219970703125,548.090026855469,546.1035261758021,545.2460984119593,546.9887710059514,False,-0.00021318247879691294,0.003423631966324366,se mantiene,sube,70.8166472335039,0.28481687864368865,196.8847699320517,amarillo,0.6,flat,0.0,0.0,1025.265992585335
QQQ,2025-06-30,548.090026855469,551.640014648438,548.2388418931747,547.4000785938899,549.1308948872717,False,0.000271515682486544,0.006477015853282635,se mantiene,sube,72.69356841506405,0.6615133979712304,197.8341518108788,amarillo,0.6,flat,0.0,0.0,1025.265992585335
QQQ,2025-07-01,551.640014648438,546.989990234375,551.6312063838775,550.828274581447,552.6101394733735,False,-1.596741412254291e-05,-0.008429454518498683,se mantiene,baja,66.64705691277905,0.483993661907137,124.71134872133163,amarillo,0.6,flat,0.0,0.0,1025.265992585335
QQQ,2025-07-02,546.989990234375,550.799987792969,547.7090105615425,546.7686026219305,548.4496695502316,False,0.0013145036289593536,0.0069653880813458115,sube,sube,68.92759784686015,0.507203510502519,135.166432356888,verde,0.8,long,0.006965388081345836,0.0,1032.407368110298
