asset,ds,prev_close,y_real,y_pred,yhat_lower,yhat_upper,in_ci,delta_pred_rel,delta_real_rel,direccion_pred,direccion_real,rsi,macd,cci,semaforo,score,position,strat_ret,fee,equity
UDOW,2025-05-22,82.120002746582,82.120002746582,82.51138809317474,82.9167462941607,84.78205648708368,False,0.00476601721264594,0.0,sube,se mantiene,52.09676901720586,0.545684679319361,27.756944970042436,verde,1.0,long,0.0,0.0,1000.0
UDOW,2025-05-23,82.120002746582,80.5899963378906,82.00031765308637,81.05268718899339,82.94560078928801,False,-0.0014574414210015913,-0.01863134872770189,baja,baja,49.41877184144537,0.17485422908560766,-4.588186771308124,amarillo,0.4,flat,0.0,0.0,1000.0
UDOW,2025-05-27,80.5899963378906,84.9000015258789,81.02152168636827,80.11996960783797,82.08931980192312,False,0.005354577095008372,0.05348064752252503,sube,sube,56.24249096885388,0.19526387475460494,66.78146879663626,verde,1.0,long,0.05348064752252513,0.0,1053.480647522525
UDOW,2025-05-28,84.9000015258789,83.4300003051758,84.82414075324128,82.80877279305186,84.74777958471635,True,-0.0008935308748434106,-0.01731450169944968,se mantiene,baja,53.58716909671039,0.09051377388174409,33.132067268945406,verde,0.8,long,-0.017314501699449703,0.0,1035.240155060659
UDOW,2025-05-29,83.4300003051758,84.0400009155273,83.8391944825081,82.94018662139057,84.925926608695,True,0.00490464072678332,0.007311525927366714,sube,sube,54.5461729198485,0.045341700397379725,40.29133776385295,verde,1.0,long,0.007311525927366613,0.0,1042.809340295436
UDOW,2025-05-30,84.0400009155273,84.1600036621094,83.85063619627041,82.83291581883358,84.80082045136658,True,-0.002253268886172741,0.0014279241465349687,baja,sube,54.74428061838461,0.008506113149013395,37.19346400251682,amarillo,0.6,flat,0.0,0.0,1042.809340295436
UDOW,2025-06-02,84.1600036621094,84.6399993896484,84.14688373264315,83.23175757787394,85.06397007380943,True,-0.00015589269124715324,0.005703371039123369,se mantiene,sube,55.57826380440403,0.0017811802032174917,44.34353803313167,verde,0.8,long,0.005703371039123439,0.0,1048.7568688862043
UDOW,2025-06-03,84.6399993896484,85.9800033569336,84.57945787052819,83.64601808886596,85.57782383908882,False,-0.0007152826034591314,0.015831805020654142,se mantiene,sube,57.910186856393004,0.06916121118596852,73.67250949982657,verde,0.8,long,0.015831805020654066,0.0,1065.3605831484824
UDOW,2025-06-04,85.9800033569336,85.3399963378906,86.51258831028792,85.021502105909,86.94437237703615,True,0.006194288585258375,-0.007443672878053985,sube,baja,56.38765613068279,0.05293931747213265,51.66843011673101,verde,1.0,long,-0.007443672878054031,0.0,1057.4303874703523
UDOW,2025-06-05,85.3399963378906,84.7399978637695,85.59614045665215,84.84474517617343,86.68745685320214,False,0.0030014545319101142,-0.007030683148209803,sube,baja,54.92962163417943,-0.012399672072596957,26.38330339049792,verde,0.8,long,-0.00703068314820976,0.0,1049.9959294647597
